"CTR","titleWords","adWords","depth","position","advCTR","advCTRInPos","queryCTR","queryCTRInPos","gender","age"
0.0087,16,29,2,2,0.0442,0.0199,0.0073,0,"female","13-18"
0.0926,13,27,2,1,0.0834,0.0844,0.0038,0.0025,"female","19-24"
0.5446,11,25,2,1,0.03,0.0453,0.0097,0.0057,"female","19-24"
0.0506,13,18,2,1,0.0454,0.0552,0.0159,0.0213,"unknown","unknown"
0.1165,10,23,2,1,0.0644,0.0774,0.0365,0.0478,"unknown","unknown"
0.1184,2,20,1,1,0.0426,0.0491,0.0084,0.0097,"male","0-12"
0.0173,14,23,2,1,0.0256,0.0349,0.015,0.0245,"unknown","unknown"
0.084,7,21,2,1,0.0426,0.0491,0.0449,0.0612,"unknown","unknown"
0.0289,8,24,1,1,0.0284,0.0337,0.002,0,"unknown","unknown"
0,5,22,2,2,0.0233,0.0201,0.0343,0.0326,"unknown","unknown"
0.1373,4,25,2,2,0.0786,0.052,0.0873,0.0861,"unknown","unknown"
0.0191,6,20,2,2,0.0387,0.0294,0.0551,0.0262,"unknown","unknown"
0.0071,12,22,1,1,0.0534,0.0625,0.0874,0.0931,"male","31-40"
0,3,13,2,1,0.016,0.018,0.0623,0.0826,"unknown","unknown"
0.0755,11,23,2,1,0.0828,0.0991,0.0489,0.0667,"unknown","unknown"
0.2427,8,23,2,1,0.1422,0.1723,0.0978,0.1165,"male","19-24"
0,14,28,2,2,0.0435,0.0225,0.0093,0.0065,"male","19-24"
0.1545,10,27,1,1,0.0466,0.0509,0,0,"female","19-24"
0.0194,10,26,1,1,0.0426,0.0491,0.0226,0.0268,"unknown","unknown"
0.0207,14,31,3,3,0.0442,0.0143,0.0388,0.0259,"unknown","unknown"
0.0196,10,26,2,1,0.0273,0.0354,0.0224,0.0304,"unknown","unknown"
0.0068,8,25,1,1,0.0426,0.0491,0.0152,0.0169,"female","19-24"
0.0514,8,24,1,1,0.016,0.0179,0.0377,0.0438,"unknown","unknown"
0,11,25,3,1,0.0067,0.0074,0.0036,0.0053,"unknown","unknown"
0.0074,5,15,3,1,0.0371,0.0355,0.0118,0.0181,"unknown","unknown"
0.0633,8,25,2,1,0.0426,0.0491,0.0214,0.0656,"unknown","unknown"
0.0312,6,14,2,2,0.0273,0.0221,0.0506,0.0265,"unknown","unknown"
0.0194,8,23,2,2,0.0426,0.0309,0.0334,0.0135,"male","19-24"
0.0484,7,19,2,2,0.0346,0.0295,0.0775,0.0089,"unknown","unknown"
0.1131,5,22,2,1,0.0232,0.0242,0.1087,0.1465,"unknown","unknown"
0.0331,7,24,2,1,0.0309,0.0369,0.0335,0,"unknown","unknown"
0.0077,10,23,2,2,0.0419,0.0316,0.0263,0.0137,"male","19-24"
0.2056,9,29,1,1,0.0335,0.0415,0.0658,0.1356,"male","31-40"
0.1226,5,19,2,1,0.0733,0.0752,0.0328,0.0526,"male","19-24"
0.2973,11,22,1,1,0.1563,0.2049,0.0492,0.0674,"unknown","unknown"
0.0174,7,15,1,1,0.0273,0.0356,0.0056,0,"male","31-40"
0,14,26,1,1,0.0131,0.0131,0.0472,0.0644,"male","25-30"
0.2538,11,23,2,1,0.1938,0.2037,0.1227,0.1842,"male","19-24"
0.0281,7,23,1,1,0.0426,0.0491,0.0247,0.0254,"unknown","unknown"
0.1066,7,25,1,1,0.034,0.0392,0,0,"unknown","unknown"
0.0175,5,18,1,1,0.0181,0.0186,0.0327,0.0403,"unknown","unknown"
0.0465,5,19,2,1,0.0386,0.0483,0.0367,0.0446,"unknown","unknown"
0,11,25,3,1,0.0344,0.0456,0.016,0.0213,"male","19-24"
0,7,25,3,2,0.0218,0.0258,0.0203,0.0231,"unknown","unknown"
0,8,16,3,2,0.0244,0.0229,0.013,0.0131,"unknown","unknown"
0.0385,7,19,2,1,0.0192,0.0202,0.0315,0.0371,"female","19-24"
0.053,5,21,2,1,0.024,0.029,0.0385,0.0508,"male","13-18"
0.0207,8,22,1,1,0.0344,0.0456,0.0299,0.0149,"female","25-30"
0.0882,6,19,2,1,0.0281,0.0348,0.0477,0.0547,"unknown","unknown"
0.0903,7,24,2,1,0.0426,0.0491,0.0724,0.0757,"female","25-30"
0.0248,10,22,1,1,0.0211,0.024,0.0124,0.0187,"male","19-24"
0.0749,6,26,1,1,0.0264,0.0288,0.0099,0.0183,"unknown","unknown"
0.0225,8,25,1,1,0.0426,0.0491,0.012,0.0338,"male","13-18"
0.0929,13,26,1,1,0.0231,0.0315,0.0324,0.0347,"male","13-18"
0.05,7,23,1,1,0.0622,0.069,0.0296,0.028,"unknown","unknown"
0.0685,8,16,1,1,0.0273,0.0356,0.0219,0.0254,"unknown","unknown"
0.0168,12,20,2,2,0.0583,0.0199,0.0471,0.0122,"male","13-18"
0.0246,8,20,1,1,0.0384,0.0399,0,0,"male","19-24"
0,11,25,3,1,0.0212,0.0266,0.0056,0.0066,"unknown","unknown"
0.0075,3,13,2,1,0.016,0.018,0.0076,0.0098,"unknown","unknown"
0.1316,7,24,1,1,0.0111,0.0187,0.0698,0.0765,"female","19-24"
0.0248,11,25,2,1,0.0138,0.0162,0.0733,0.0681,"unknown","unknown"
0.0085,9,19,3,2,0.0084,0.0068,0.0026,0.0043,"unknown","unknown"
0.0235,8,24,2,2,0.0426,0.0309,0.0233,0.013,"unknown","unknown"
0.0175,3,19,2,2,0.0216,0.017,0.0831,0.0089,"unknown","unknown"
0.0046,8,19,2,2,0.0295,0.0214,0.0196,0.0129,"unknown","unknown"
0.0136,9,27,2,2,0.0143,0.0113,0.0283,0.0154,"unknown","unknown"
0.0821,13,31,1,1,0.0572,0.0818,0.0208,0.0281,"unknown","unknown"
0.031,11,17,2,2,0.0545,0.0377,0.0247,0.0431,"unknown","unknown"
0.0541,11,26,1,1,0.0548,0.0584,0.0528,0.0529,"male","0-12"
0.0419,7,15,1,1,0.0273,0.0356,0.0286,0.0311,"unknown","unknown"
0,7,21,3,1,0.0219,0.0218,0.0208,0.0325,"unknown","unknown"
0.0062,12,26,2,2,0.0494,0.0411,0.0289,0.0148,"female","19-24"
0.0068,8,25,1,1,0.0105,0.0163,0.0236,0.0263,"unknown","unknown"
0.0015,12,24,1,1,0.0976,0.1039,0.0025,0.0039,"unknown","unknown"
0.0381,12,24,2,1,0.0336,0.0406,0.0641,0.0908,"female","19-24"
0.1076,7,21,2,1,0.0284,0.0389,0.0372,0.0572,"unknown","unknown"
0,9,15,2,1,0.0053,0.0057,5e-04,5e-04,"unknown","unknown"
0.0598,6,14,2,1,0.0273,0.0356,0.0372,0.0444,"unknown","unknown"
0.0723,7,24,1,1,0.0111,0.0189,0.035,0.0641,"female","19-24"
0.0085,13,27,3,1,0.034,0.036,0.0122,0.0166,"unknown","unknown"
0.0406,8,24,2,1,0.0426,0.0491,0.0238,0.0548,"unknown","unknown"
0,10,24,3,3,0.0048,0.0083,0.0152,0.0023,"unknown","unknown"
0,10,25,2,2,0.0111,0.002,0.0892,0,"male","19-24"
0.0128,7,21,1,1,0.0318,0.0342,0.0126,0.0167,"unknown","unknown"
0.0588,12,30,3,1,0.0887,0.108,0.0194,0.0267,"unknown","unknown"
0.0612,8,30,2,1,0.0422,0.0553,0.0238,0.0286,"unknown","unknown"
0,7,20,2,2,0.0426,0.0309,0.0162,0.0127,"male","19-24"
0.2316,11,22,2,1,0.0493,0.0553,0.1637,0.1864,"female","19-24"
0.1863,6,19,2,1,0.0343,0.0455,0.0644,0.1324,"female","25-30"
0.013,14,23,2,2,0.0284,0.0189,0.1115,0,"male","13-18"
0.0374,9,22,2,1,0.0231,0.0315,0.0124,0.0217,"male","31-40"
0.1111,12,20,2,1,0.0541,0.0711,0.0728,0.103,"unknown","unknown"
0.0118,8,14,1,1,0.0351,0.0361,0.0034,0.0033,"unknown","unknown"
0.2019,9,22,2,1,0.0686,0.0755,0.0155,0.0299,"male","19-24"
0.0172,10,20,2,1,0.0156,0.0187,0.0731,0.1223,"unknown","unknown"
0.0275,7,17,2,2,0.0295,0.0213,0.026,0.0196,"unknown","unknown"
0.0034,12,19,1,1,0.0341,0.0352,0.0129,0.0174,"unknown","unknown"
0.0198,10,27,2,1,0.0305,0.0389,0.0106,0.0223,"male","19-24"
0,3,20,1,1,0.004,0.0053,0,0,"unknown","unknown"
0.0388,8,24,2,1,0.0426,0.0491,0.0553,0.0741,"male","13-18"
0.0565,6,11,2,2,0.0294,0.0213,0.0383,0.0115,"unknown","unknown"
0.0305,9,21,1,1,0.0121,0.0178,0.0395,0.1,"unknown","unknown"
0.01,8,26,2,2,0.0284,0.019,0.0494,0.0068,"unknown","unknown"
0.0245,12,25,1,1,0.0192,0.0244,0.0121,0.0143,"unknown","unknown"
0.018,8,18,2,1,0.0481,0.0633,0.0162,0.0208,"unknown","unknown"
0.0258,8,25,1,1,0.0426,0.0491,0.0067,0,"male","13-18"
0,5,15,3,2,0.0346,0.0296,0,0,"unknown","unknown"
0.013,6,23,1,1,0.0248,0.0285,0,0,"male","31-40"
0.087,5,17,1,1,0.0233,0.023,0,0,"unknown","unknown"
0.1042,6,20,2,1,0.0426,0.0491,0.0164,0.0141,"unknown","unknown"
0.0266,11,21,1,1,0.0143,0.0244,0.0047,0.0054,"unknown","unknown"
0,9,19,2,2,0.0211,0.0076,0.0803,0.0399,"unknown","unknown"
0.0455,9,16,1,1,0.0277,0.032,0.0235,0.0281,"female","13-18"
0,10,22,2,1,0.0185,0.0197,0.0064,0,"unknown","unknown"
0.0169,7,22,3,1,0.0233,0.0243,0.0191,0.0157,"unknown","unknown"
0.0811,13,28,2,1,0.0352,0.0613,0.0082,0.0085,"unknown","unknown"
0,9,28,3,1,0.0426,0.0491,0.0223,0.042,"unknown","unknown"
0.056,12,29,1,1,0.0353,0.0618,0.0155,0.0273,"unknown","unknown"
0,4,20,3,1,0.0215,0.0229,0.073,0.1185,"male","19-24"
0.0129,11,25,1,1,0.0277,0.0303,0.0172,0.0239,"unknown","unknown"
0.1038,10,14,2,1,0.0277,0.032,0.0388,0.0497,"unknown","unknown"
0.1176,10,23,2,1,0.1967,0.2025,0.0395,0.058,"unknown","unknown"
0.0208,4,13,2,2,0.0284,0.0189,0.0436,0.0354,"unknown","unknown"
0,6,8,1,1,0.0249,0.0321,0.013,0.0132,"female","31-40"
0,14,26,1,1,0.0131,0.0131,0.0161,0.0169,"female","25-30"
0,11,21,3,2,0.0344,0.032,0.0236,0.0219,"unknown","unknown"
0.0076,7,15,1,1,0.0273,0.0356,0.0131,0.012,"female","31-40"
0.0065,10,27,1,1,0.025,0.0367,0.0367,0.0421,"unknown","unknown"
0.0354,6,16,1,1,0.0284,0.0337,0.0863,0.113,"unknown","unknown"
0.0333,9,17,1,1,0.0273,0.0356,0.0144,0.0169,"female","19-24"
0,7,21,2,2,0.0337,0.0301,0.0307,0.0269,"unknown","unknown"
0.1061,9,23,2,1,0.1942,0.2042,0.091,0.1429,"unknown","unknown"
0.037,8,18,2,2,0.029,0.018,0.0437,0.0367,"unknown","unknown"
0.1416,9,27,1,1,0.0572,0.0818,0.0039,0.0053,"female","13-18"
0.0035,4,23,2,1,0.016,0.018,0.0125,0.0291,"unknown","unknown"
0.0034,7,24,1,1,0.0426,0.0491,0.0068,0.0068,"male","19-24"
0.1455,9,25,3,1,0.0625,0.0748,0.0965,0.1631,"unknown","unknown"
0.176,10,18,2,1,0.1027,0.1364,0.0817,0.0938,"female","25-30"
0.0088,6,11,2,1,0.0295,0.0355,0.0241,0.0526,"unknown","unknown"
0,7,22,2,2,0.0356,0.0186,0.0172,0.0028,"male","19-24"
0.0259,12,25,2,1,0.0264,0.0308,0.0213,0.0288,"unknown","unknown"
0.5366,11,22,2,1,0.1559,0.2048,0.0163,0.0317,"female","19-24"
0.0977,5,17,1,1,0.0327,0.0448,0.0982,0.1159,"unknown","unknown"
0.0227,8,16,1,1,0.0273,0.0356,0.015,0.0181,"male","31-40"
0.0083,9,29,3,2,0.0305,0.026,0.0211,0.0228,"unknown","unknown"
0.1619,7,22,1,1,0.1056,0.1215,0.0249,0.0297,"female","19-24"
0,6,14,2,2,0.0273,0.0221,9e-04,0,"unknown","unknown"
0.035,8,21,1,1,0.109,0.1236,0.0271,0.032,"unknown","unknown"
0,7,21,3,2,0.0354,0.0215,0.0417,0.0421,"unknown","unknown"
0.0071,6,14,1,1,0.0273,0.0356,0.0168,0.0209,"unknown","unknown"
0.0033,9,25,1,1,0.0305,0.039,0.0258,0.0336,"unknown","unknown"
0.1985,8,26,2,1,0.0426,0.0491,0.1097,0.157,"unknown","unknown"
0.025,8,25,1,1,0.0426,0.0491,0.0508,0.0581,"male","13-18"
0.025,5,22,1,1,0.0254,0.0257,0.0166,0.0278,"male","25-30"
0,7,24,3,1,0.0188,0.0206,0.0051,0.0066,"unknown","unknown"
0.007,3,23,2,1,0.0161,0.018,0.0126,0.0151,"female","25-30"
0,8,16,2,2,0.0244,0.0229,0.0072,0.0049,"unknown","unknown"
0.0783,16,28,1,1,0.0442,0.0487,0.0323,0.0326,"unknown","unknown"
0.0185,9,22,2,2,0.0524,0.0481,0.0439,0.0274,"unknown","unknown"
0.0421,5,21,1,1,0.024,0.029,0.0149,0.0101,"male","19-24"
0,11,24,3,1,0.0121,0.016,0.0136,0.0247,"unknown","unknown"
0.0496,6,23,2,2,0.1057,0.0867,0.0275,0.0149,"unknown","unknown"
0.0385,4,13,2,1,0.0284,0.0337,0.0077,0.0179,"male","13-18"
0,7,21,3,1,0.0091,0.012,0.0052,0.0087,"unknown","unknown"
0.057,7,24,2,1,0.0426,0.0491,0.0348,0.0469,"female","25-30"
0,14,26,1,1,0.0131,0.0131,0.0741,0.0892,"female","31-40"
0,7,18,2,2,0.0156,0.014,0.0135,0.0114,"unknown","unknown"
0.0805,6,20,1,1,0.0919,0.0982,0,0,"male","31-40"
0.0352,14,28,2,2,0.0434,0.0224,0.0131,0.0108,"male","19-24"
0.0345,6,14,1,1,0.0273,0.0356,0.0569,0.0824,"male","19-24"
0.1441,11,18,2,1,0.06,0.089,0.0638,0.0921,"unknown","unknown"
0.1325,11,11,1,1,0.0422,0.0709,0.1211,0.1255,"female","19-24"
0.1024,7,17,2,2,0.0426,0.0308,0.034,0.0307,"unknown","unknown"
0.0719,10,26,2,1,0.0344,0.0456,0.024,0.0386,"unknown","unknown"
0,10,19,3,1,0.021,0.0271,0.0149,0.0239,"male","25-30"
0.018,7,15,1,1,0.0273,0.0356,0.0466,0.0911,"unknown","unknown"
0.0116,13,29,2,1,0.0302,0.0351,0.0172,0.0247,"unknown","unknown"
0.2177,10,23,2,1,0.0791,0.0884,0.0109,0.0089,"unknown","unknown"
0.0864,12,22,1,1,0.0532,0.0623,0.0815,0.0976,"unknown","unknown"
0.0714,10,15,2,1,0.0619,0.068,0.0333,0.0571,"unknown","unknown"
0.013,15,31,3,1,0.0948,0.1146,0.0272,0.0437,"unknown","unknown"
0,7,21,1,1,0.0337,0.0417,0.0011,5e-04,"unknown","unknown"
0.1234,3,22,2,1,0.016,0.0179,0.1226,0.2076,"male","13-18"
0.0099,7,18,2,2,0.0337,0.0301,0.0298,0.0225,"unknown","unknown"
0.0071,6,26,3,2,0.0426,0.0309,0.0256,0.0136,"unknown","unknown"
0.0278,8,11,1,1,0.0295,0.0355,0.0202,0.0207,"female","31-40"
0,14,27,1,1,0.0282,0.03,0.0187,0.0212,"unknown","unknown"
0.062,7,26,1,1,0.0426,0.0491,0.0351,0.044,"unknown","unknown"
0.0177,12,32,1,1,0.0276,0.0436,0.0225,0.0242,"unknown","unknown"
0.1341,9,22,1,1,0.0426,0.0491,0,0,"male","25-30"
0,3,20,2,1,0.0161,0.018,0.0701,0.0781,"unknown","unknown"
0.0926,7,18,2,1,0.0426,0.0491,0.0202,0.0466,"unknown","unknown"
0,11,26,2,1,0.0132,0.0192,0.0248,0.0309,"female","19-24"
0,11,25,3,1,0.0067,0.0074,0.0018,0.0037,"unknown","unknown"
0.0748,14,28,3,1,0.0141,0.0279,0.0561,0.1225,"unknown","unknown"
0.0855,11,26,2,1,0.034,0.0411,0.0456,0.0643,"male","13-18"
0.0258,12,27,1,1,0.0505,0.0657,0,0,"male","13-18"
0.1667,7,21,2,1,0.0705,0.0852,0.0903,0.231,"unknown","unknown"
0.2596,9,23,2,1,0.1957,0.2015,0.0387,0.049,"male","31-40"
0.0442,8,24,2,1,0.0426,0.0491,0.0267,0.0534,"female","19-24"
0.0364,8,25,1,1,0.0344,0.0461,0.0176,0.0182,"unknown","unknown"
0,9,19,3,2,0.0121,0.009,0.023,0.0132,"unknown","unknown"
0.0343,13,28,3,1,0.0237,0.0383,0.01,0.0364,"unknown","unknown"
0.0698,6,21,1,1,0.0426,0.0491,0.0107,0.0098,"unknown","unknown"
0.0204,6,14,2,2,0.0273,0.0221,0.0294,0.0229,"unknown","unknown"
0,6,18,2,1,0.0426,0.0491,0.005,0.0149,"male","19-24"
0.0361,8,23,1,1,0.0426,0.0491,0.0171,0.042,"male","13-18"
0.0066,7,15,1,1,0.035,0.0446,0.0112,0.0124,"male","31-40"
0.0433,8,23,2,1,0.0273,0.028,0.031,0.0387,"unknown","unknown"
0.0128,9,17,1,1,0.0139,0.0177,0.0653,0.1034,"male","19-24"
0.0151,9,20,1,1,0.0426,0.0491,0.0155,0.0233,"male","13-18"
0.0104,5,22,1,1,0.0233,0.0243,0.0033,0.0052,"unknown","unknown"
0.0253,6,14,1,1,0.0273,0.0356,0.0461,0.049,"unknown","unknown"
0.0079,13,17,1,1,0.0313,0.0406,0.0041,0.0051,"male","19-24"
0.0364,11,17,2,1,0.0159,0.0167,0.018,0.0316,"male","19-24"
0.0625,6,14,2,2,0.0273,0.0221,0.0551,0.0439,"unknown","unknown"
0.0383,8,25,1,1,0.0426,0.0491,0.0036,0,"female","19-24"
0.0404,5,23,2,1,0.0233,0.0286,0.0187,0.0358,"male","19-24"
0,4,13,2,1,0.0284,0.0337,0.0014,0,"male","19-24"
0.0097,6,14,1,1,0.0273,0.0356,0.0184,0.0224,"male","0-12"
0.0308,8,30,1,1,0.0573,0.0819,0.0136,0.0196,"female","13-18"
0,10,25,2,2,0.0112,0.002,0.0853,0,"male","19-24"
0.0362,5,14,3,3,0.0284,0.0106,0.0438,0.0122,"unknown","unknown"
0,8,20,3,3,0.055,0.0114,0.1177,0,"unknown","unknown"
0.1004,5,16,2,2,0.1056,0.0866,0.2289,0.0206,"unknown","unknown"
0.0409,8,21,1,1,0.0426,0.0491,0.0155,0.0156,"male","19-24"
0.112,10,26,2,2,0.0426,0.0308,0.0755,0.0615,"unknown","unknown"
0.0078,4,21,3,1,0.0284,0.0337,0.0188,0.0128,"unknown","unknown"
0.1353,7,26,2,1,0.0426,0.0491,0.0171,0.0223,"unknown","unknown"
0.1357,6,20,1,1,0.0916,0.0979,0,0,"female","25-30"
0.1193,9,25,1,1,0.0502,0.0652,0.0889,0.1081,"female","13-18"
0.0261,10,27,2,1,0.0303,0.0353,0.0139,0.0276,"male","19-24"
0.0145,11,20,2,2,0.0162,0.0117,0.0297,0,"unknown","unknown"
0.0032,10,23,2,2,0.0426,0.0309,0.0643,0.0043,"unknown","unknown"
0,12,23,3,1,0.0151,0.0159,0.0105,0.012,"unknown","unknown"
0.0081,8,24,2,2,0.0703,0.0481,0.0179,0.014,"unknown","unknown"
0.0145,5,19,2,1,0.003,0.0043,0.0142,0.0217,"unknown","unknown"
0.0756,4,20,2,1,0.0455,0.0473,0.0227,0.0376,"unknown","unknown"
0.032,6,14,2,2,0.0273,0.0221,0.0208,0.0272,"unknown","unknown"
0.2202,7,21,2,1,0.0915,0.0977,0.037,0.089,"male","19-24"
0,8,17,2,2,0.0159,0.0154,0.0186,0.019,"unknown","unknown"
0.0315,3,25,2,2,0.016,0.0098,0.029,0.0189,"unknown","unknown"
0.2148,9,21,1,1,0.0235,0.0341,0.0088,0,"unknown","unknown"
0.0359,6,14,1,1,0.0273,0.0356,0,0,"male","13-18"
0.027,11,25,3,1,0.0142,0.0168,0.0563,0.0793,"unknown","unknown"
0.0427,10,17,2,1,0.0194,0.0221,0.0459,0.0421,"unknown","unknown"
0.0463,12,22,1,1,0.0533,0.0624,0.0931,0.0976,"male","31-40"
0.0163,7,25,1,1,0.024,0.029,0.039,0.0543,"male","13-18"
0.0185,11,29,1,1,0.0573,0.0819,0.0093,0.01,"female","31-40"
0.0833,12,31,3,1,0.0986,0.1064,0.0835,0.09,"unknown","unknown"
0.01,9,23,2,1,0.0143,0.0151,0.0196,0.0225,"unknown","unknown"
0,12,24,3,1,0.0249,0.0302,0.0186,0.0327,"unknown","unknown"
0.0495,11,23,2,2,0.0377,0.0248,0.0659,0.0415,"unknown","unknown"
0.0203,5,14,1,1,0.0284,0.0337,0.0153,0.0214,"male","19-24"
0.0196,8,27,2,2,0.0344,0.026,0.0818,0.0329,"male","19-24"
0.08,5,22,2,1,0.0233,0.0243,0.0195,0.0259,"unknown","unknown"
0.0318,7,15,1,1,0.0273,0.0356,0.0338,0.0434,"unknown","unknown"
0.5714,7,25,2,1,0.0382,0.0576,0.0568,0.1026,"unknown","unknown"
0.1119,11,23,2,1,0.0828,0.0991,0.0319,0.0761,"unknown","unknown"
0,15,27,3,3,0.0067,0.0011,0.0153,0.008,"unknown","unknown"
0.0977,6,20,2,1,0.0426,0.0491,0.0728,0.1192,"unknown","unknown"
0.0734,7,26,1,1,0.0284,0.0337,0.0296,0.0487,"male","19-24"
0.0833,10,24,1,1,0.0402,0.0485,0.0185,0.0271,"unknown","unknown"
0.045,16,28,1,1,0.0442,0.0487,0.1834,0.2373,"unknown","unknown"
0.0734,10,24,2,1,0.0344,0.0456,0.0466,0.0619,"female","31-40"
0.2037,10,26,2,1,0.1847,0.1877,0.1296,0.3911,"unknown","unknown"
0.5649,7,25,1,1,0.5173,0.5199,0,0,"unknown","unknown"
0.0536,8,20,2,1,0.0344,0.0456,0.0275,0.0427,"female","19-24"
0,11,18,3,1,0.0109,0.0118,0.0119,0.0181,"unknown","unknown"
0.0035,9,18,1,1,0.0352,0.0434,0.0065,0.0072,"unknown","unknown"
0.0511,7,23,1,1,0.0426,0.0491,0.0734,0.1125,"unknown","unknown"
0.004,10,23,3,1,0.0511,0.0472,0.0761,0.0695,"unknown","unknown"
0.0498,10,20,2,2,0.0344,0.026,0.3138,0.0438,"unknown","unknown"
0.125,6,20,1,1,0.0914,0.0977,0,0,"female","25-30"
0,7,2,3,2,0.0207,0.0155,0.015,0.0131,"unknown","unknown"
0.115,5,17,2,2,0.0245,0.0198,0.0404,0.0336,"unknown","unknown"
0.05,13,28,2,1,0.0235,0.0234,0.0358,0.0363,"unknown","unknown"
0,11,25,1,1,0.0356,0.0446,0.0132,0.0151,"unknown","unknown"
0.0476,11,23,2,1,0.0594,0.0726,0.0113,0.0118,"unknown","unknown"
0,14,22,1,1,0.0043,0.004,0.0374,0.038,"unknown","unknown"
0.0526,7,21,1,1,0.0918,0.0981,0,0,"female","31-40"
0.1101,11,23,2,1,0.194,0.2039,0.1179,0.1439,"unknown","unknown"
0.0231,10,25,3,1,0.0445,0.0535,0.0873,0.1482,"unknown","unknown"
0.0278,5,15,2,2,0.0284,0.0189,0.1819,0.1061,"unknown","unknown"
0.0148,5,15,2,1,0.016,0.018,0.0074,0,"male","41+"
0,9,9,3,1,0.0602,0.063,0.0337,0.0439,"unknown","unknown"
0.1373,9,19,1,1,0.021,0.0239,0.0183,0.0526,"unknown","unknown"
0.0207,9,15,2,2,0.0316,0.0262,0.0267,0.0081,"male","19-24"
0.0462,10,30,1,1,0.0277,0.0298,0.0327,0.0434,"female","13-18"
0.0668,10,26,2,1,0.0507,0.0586,0.0163,0.0588,"male","19-24"
0.1667,9,23,2,1,0.1956,0.2013,0.0562,0.0966,"male","19-24"
0.1534,3,21,2,1,0.016,0.0179,0.1445,0.3544,"male","25-30"
0.0234,7,27,1,1,0.0935,0.0997,0.0041,0.0073,"male","13-18"
0,3,21,2,1,0.016,0.018,0.007,0.008,"unknown","unknown"
0.0075,7,27,1,1,0.0284,0.0337,0.0408,0.0451,"male","19-24"
0.2124,6,15,2,1,0.0284,0.0337,0.0624,0.118,"unknown","unknown"
0.0194,4,15,1,1,0.0284,0.0337,0.0222,0.0214,"unknown","unknown"
0,5,15,1,1,0.0284,0.0337,0.0205,0.021,"female","19-24"
0.0081,12,22,3,2,0.0423,0.0443,0.0169,0.0174,"unknown","unknown"
0.0086,5,20,2,2,0.0371,0.022,0.0258,0.0126,"unknown","unknown"
0.0286,6,22,1,1,0.0284,0.0337,0.0293,0.0322,"female","13-18"
0.0806,7,24,1,1,0.105,0.1703,0.0235,0.0422,"unknown","unknown"
0.0326,13,25,1,1,0.0191,0.0243,0.0057,0.0069,"female","31-40"
0,10,23,2,1,0.0319,0.0391,0.0116,0.0191,"unknown","unknown"
0.0337,13,30,1,1,0.0282,0.03,0.0059,0.0066,"unknown","unknown"
0,6,14,1,1,0.0273,0.0356,0.0158,0.0191,"unknown","unknown"
0.1818,9,17,2,1,0.1027,0.1362,0.0616,0.0848,"male","31-40"
0,7,19,1,1,0.024,0.029,0.0371,0.0451,"male","19-24"
0,6,14,3,3,0.0273,0.0049,0.0158,0.005,"unknown","unknown"
0.1095,3,19,1,1,0.0388,0.0388,0.0079,0,"male","13-18"
0.0147,10,26,1,1,0.0305,0.039,0.0199,0.0296,"male","25-30"
0.0242,9,22,3,2,0.0431,0.0466,0.0171,0.0149,"unknown","unknown"
0.2719,13,24,2,1,0.0493,0.0553,0.1258,0.2079,"unknown","unknown"
0,7,21,3,3,0.0384,0.0158,0.0184,0.0112,"unknown","unknown"
0.0118,15,22,2,1,0.0302,0.0394,0.0177,0.0226,"unknown","unknown"
0.0857,7,25,1,1,0.1613,0.1749,0.0694,0.0916,"unknown","unknown"
0.0629,6,11,1,1,0.0294,0.0354,0.0369,0.0327,"male","31-40"
0.0336,9,26,1,1,0.0818,0.1047,0.0219,0.0327,"unknown","unknown"
0.014,8,24,1,1,0.021,0.0229,0.008,0.0081,"male","41+"
0.0083,7,22,2,2,0.0394,0.0281,0.0322,0.0178,"unknown","unknown"
0.0894,10,25,1,1,0.0444,0.0534,0.198,0.2559,"unknown","unknown"
0.0315,15,29,1,1,0.0441,0.0486,0.0073,0.0128,"unknown","unknown"
0.0216,8,24,2,2,0.0426,0.0309,0.0483,0.0241,"unknown","unknown"
0.0357,9,23,1,1,0.0282,0.03,0,0,"unknown","unknown"
0.0075,10,20,2,2,0.0305,0.026,0.026,0.0205,"male","19-24"
0.0488,5,14,3,1,0.0284,0.0337,0.0303,0.0493,"unknown","unknown"
0.0709,14,23,2,1,0.0766,0.0816,0.0322,0.051,"unknown","unknown"
0.1129,8,25,2,1,0.0402,0.0476,0.1463,0.2719,"unknown","unknown"
0.0489,7,21,1,1,0.0402,0.0421,0.0143,0.023,"unknown","unknown"
0.0161,7,22,1,1,0.0426,0.0491,0.0061,0.0118,"unknown","unknown"
0.0523,9,28,2,2,0.0297,0.0198,0.0702,0.022,"unknown","unknown"
0.0865,9,20,2,2,0.0509,0.068,0.089,0.0579,"unknown","unknown"
0.1143,9,23,2,1,0.1958,0.2015,0.055,0.0679,"female","31-40"
0,6,16,1,1,0.0284,0.0337,0.0405,0.0618,"unknown","unknown"
0.0274,6,21,2,1,0.0562,0.0732,0.026,0.0763,"unknown","unknown"
0.012,9,23,3,3,0.0305,0.0116,0.0308,0.0107,"unknown","unknown"
0.0315,6,14,1,1,0.0273,0.0356,0.015,0.0145,"male","19-24"
0.0435,6,16,2,2,0.0558,0.037,0.0749,0.0426,"unknown","unknown"
0,13,30,2,2,0.0858,0.0497,0.036,0.0276,"unknown","unknown"
0.0396,5,14,1,1,0.0284,0.0337,0,0,"male","31-40"
0,10,25,2,2,0.0113,0.002,0.0769,0,"female","19-24"
