"Violator","Male","Age","TimeServed","Class","Multiple","InCity"
0,0,42.9,1.26,"E",0,0
0,1,31.7,0.24,"E",0,0
0,0,39.8,0.77,"E",0,0
0,1,35.7,0.59,"D",0,0
0,1,43.7,1.83,"E",0,0
0,1,29.2,0.93,"D",0,0
0,1,21.3,0.18,"E",0,0
0,1,45.2,4.61,"E",1,0
0,1,40.8,0.6,"C",1,1
0,1,49.3,2.86,"B",1,1
0,1,36.9,1.66,"D",0,0
0,1,57.4,25.15,"A",0,1
0,1,36.3,19.71,"A",1,1
0,1,30.6,2.11,"D",0,0
0,1,51,0.94,"C",0,0
0,1,32.6,5.3,"D",0,1
1,1,26.2,5.86,"D",0,0
0,1,66.2,0.92,"C",0,1
0,1,25.2,1.21,"E",0,0
0,1,46,1.3,"D",0,1
0,1,47.8,5.56,"C",1,1
0,1,43.3,1.26,"E",0,0
0,0,37.5,1.6,"D",0,0
0,1,39,0.83,"E",1,0
0,1,31.2,1.28,"E",0,0
0,1,56.1,1.1,"E",0,1
0,1,51.6,1.88,"D",0,1
0,1,45.1,11.13,"D",0,0
0,1,65.1,1.09,"C",0,0
0,1,40,3.11,"C",0,1
0,1,61.6,1.24,"D",0,0
0,1,38.1,16.06,"A",0,1
0,1,24.4,1.28,"D",0,1
0,1,21.8,1.96,"B",1,1
0,1,28.9,5.62,"E",0,0
0,1,27.1,0.75,"E",0,0
0,1,20.9,1.54,"D",0,0
0,1,51.4,24.13,"A",1,0
0,1,55.9,3.35,"D",1,0
0,1,46.2,0.21,"D",0,0
0,1,24.6,1.59,"D",0,1
0,1,57,27.71,"C",1,1
0,1,32.7,1.07,"D",0,0
0,0,42.8,12.68,"B",0,1
0,1,42.6,1.44,"E",0,0
1,1,46.2,18.26,"C",0,0
0,1,47.7,1.69,"D",0,0
0,1,28.3,0.84,"D",0,0
0,1,25.6,1.63,"E",0,1
0,1,89.2,0.64,"B",0,1
0,1,26.9,1.25,"D",1,0
0,1,45.5,18.44,"A",1,1
0,1,31.1,0.73,"E",0,0
0,1,33.6,0.74,"E",0,1
0,1,25,2.63,"D",0,1
0,1,59.8,1.75,"D",0,0
0,1,28.8,1.34,"E",0,0
0,1,47.2,19.21,"C",0,1
0,1,39.5,1.51,"E",1,1
0,1,27.4,0.52,"E",0,0
0,1,48.5,25.63,"B",1,1
1,1,47.1,6.79,"E",0,1
0,1,48,30.31,"B",1,1
1,1,42.5,23.15,"B",1,1
0,0,27.3,1.25,"B",1,1
0,1,63.5,2.08,"E",1,0
0,1,22.7,1.24,"E",0,0
0,1,49,15.96,"A",0,1
0,1,28.4,1.6,"D",0,0
0,1,37.6,19.63,"B",1,1
0,1,21.9,0.92,"D",1,1
0,1,32.7,12.33,"C",1,0
0,0,47.9,1.01,"E",0,0
0,1,32.5,1.38,"E",0,0
0,1,49.1,19.87,"C",0,1
0,1,34.7,1.88,"E",0,0
0,1,39.9,2.13,"A",1,1
0,1,36.1,1.43,"D",0,0
0,0,42.1,1.19,"E",0,0
0,1,36.7,1.37,"D",0,1
0,1,52,20.96,"A",1,1
0,1,59,27.27,"A",1,1
0,0,42.7,0.82,"E",0,0
0,1,79.7,32.87,"A",0,1
0,1,51.9,1.1,"D",0,1
0,1,45.2,21.23,"A",1,0
0,1,42.3,21.63,"A",0,1
0,1,48.9,19.72,"C",0,1
0,1,39.4,0.83,"D",1,0
0,1,62.8,29.87,"A",1,1
0,1,22.7,1.21,"D",1,0
0,1,43.3,1.2,"D",0,0
0,0,47.1,1.62,"D",1,0
0,0,28,1.71,"B",1,0
0,1,54.5,7.15,"B",1,1
0,1,47.1,1.23,"E",0,0
0,1,21,2.17,"E",0,0
0,1,48.2,20.6,"B",1,1
0,1,50.7,15.08,"A",0,1
0,1,20.3,1.34,"D",0,1
0,1,54.4,1.21,"D",0,0
0,1,30.7,5.75,"B",0,0
0,1,23.1,1.38,"D",0,0
0,1,43.7,1.08,"E",0,0
0,1,33,2.27,"D",0,0
0,1,32.9,1.92,"E",0,0
0,1,31.8,0.71,"C",0,1
0,0,57.4,16.75,"A",0,1
0,1,36.1,0.87,"E",1,0
1,1,27.4,3.09,"D",0,0
0,1,18.9,0.53,"E",0,0
0,1,33.4,4.15,"E",1,0
0,1,43.7,1.64,"E",0,1
0,1,41.7,0.94,"C",0,1
1,1,38.4,2.08,"E",1,1
0,1,43.4,23.24,"A",1,1
0,1,45.8,0.96,"D",1,1
0,1,25,1.25,"E",0,1
0,0,58,2.44,"D",0,0
1,1,26.9,3.02,"D",1,0
0,1,36.6,1.25,"C",0,0
0,1,31.3,2.03,"D",0,0
0,1,34.9,1.83,"D",0,1
0,1,33,0.66,"E",0,0
1,1,33.2,6.73,"E",1,0
0,0,57.3,1.67,"B",0,1
0,1,46.8,1.91,"D",0,0
0,1,42.1,18.94,"B",1,1
0,1,36.5,14.09,"A",1,1
0,1,50.1,21.57,"A",0,1
1,1,44.3,4.88,"C",0,1
0,1,51.8,1.42,"D",0,0
0,1,34.8,1.42,"E",0,0
0,1,24.1,0.33,"E",1,0
0,1,22.8,1.37,"C",1,1
0,1,27.4,2.13,"D",0,0
0,1,69.4,1.58,"D",0,0
0,1,60.5,18.67,"A",0,0
0,1,25.7,1.03,"B",1,1
0,1,41.7,18.08,"A",1,0
0,1,53.1,35.59,"A",0,1
0,1,45.5,1.75,"E",1,0
0,1,28.4,1.65,"E",0,0
0,1,44.3,1.6,"E",0,0
0,1,38.9,0.82,"D",1,1
0,1,44,19.46,"A",0,1
0,1,55.1,5.44,"D",0,1
0,1,40.6,2.71,"C",0,0
0,1,60,30.44,"A",1,0
0,1,53.5,23.64,"A",0,1
0,0,33.1,1.82,"C",0,1
0,1,31.1,1.84,"E",0,1
0,1,55.8,24.27,"A",1,0
0,1,52.7,24.28,"A",0,1
0,1,29,1.83,"D",0,0
0,1,50.7,1.29,"E",0,1
0,1,31.7,2.15,"E",0,0
0,1,56.2,25.91,"A",0,1
0,1,36.1,2.11,"D",1,1
0,1,27.6,1.23,"E",0,0
0,1,40.9,18.96,"A",1,1
0,1,49.9,6.54,"D",0,1
0,0,50.4,1.09,"C",0,0
0,1,44.6,14.71,"B",0,1
0,1,54.8,1.01,"D",0,0
0,1,54.8,6.96,"C",0,0
0,1,42.6,0.79,"E",0,1
0,1,40.8,3.02,"D",0,0
0,0,24.4,1.44,"D",1,0
0,1,38.2,1.13,"E",0,0
0,1,37.5,18.71,"A",0,1
0,1,38.8,4.07,"B",1,1
0,0,43.7,0.84,"C",0,1
0,1,28.6,1.29,"D",1,0
0,1,47.6,17.3,"D",0,1
0,1,21.1,1.11,"E",0,0
0,1,64.6,16.84,"A",0,1
1,1,34.4,17.57,"B",1,0
0,1,32.6,1.42,"E",0,0
0,1,36.1,5.28,"C",0,1
0,1,31.8,1.55,"E",0,0
0,1,34.1,15.27,"A",0,0
0,1,28.4,1.13,"D",0,0
0,0,22.6,1.16,"E",1,0
0,1,25.5,2.75,"D",1,0
0,1,69.1,47.44,"A",0,1
0,0,27.9,2.83,"B",1,1
0,1,51.5,1.43,"D",1,0
0,1,48.5,28.03,"A",1,1
0,1,35.3,18.58,"A",0,0
0,1,25.7,1.6,"D",1,0
0,1,31.1,2.45,"D",0,0
0,1,47.9,3.06,"D",0,0
0,1,23,2.31,"D",1,0
0,1,58.1,19.23,"B",0,0
0,1,26.9,1.35,"E",0,0
0,1,30.1,1.88,"D",0,1
0,1,45.5,12.13,"D",0,1
0,1,52.6,19.65,"B",1,0
0,1,37.9,2.67,"D",0,0
0,0,34.6,0.92,"D",0,0
0,1,33.9,3.21,"B",1,0
0,1,25.4,1.17,"E",0,0
0,1,42.1,12.56,"D",1,1
0,1,46.9,18.81,"C",1,1
0,0,26.9,0.42,"D",0,1
1,1,54.3,13.27,"B",1,1
0,1,60.3,29.86,"C",1,1
0,1,46.8,21.52,"A",1,1
0,0,29,0.54,"E",0,1
0,1,49.5,1.92,"D",0,1
0,1,23.7,0.96,"E",0,0
0,1,53.3,1.08,"E",0,0
0,1,37,14.58,"D",0,1
0,1,48.9,1.08,"C",0,0
0,1,24.6,1.68,"B",1,1
0,1,21.6,1.26,"D",0,1
0,1,58.1,23.73,"A",0,1
0,1,53.5,1.17,"E",0,0
0,1,21,1.61,"E",0,0
0,1,54.1,1.07,"E",0,0
0,1,28.7,1.15,"D",1,0
0,1,50.8,15.17,"D",0,1
0,1,47.1,24.06,"A",0,1
0,1,20.1,1.03,"D",0,0
0,0,36.1,0.82,"D",0,0
0,0,28.7,0.85,"D",1,0
0,1,32.3,1.2,"D",0,0
0,1,32.2,2.03,"E",0,0
0,1,20.7,2.06,"D",0,0
0,1,44.4,0.92,"E",0,0
1,1,29.5,2.92,"D",0,0
0,1,36.5,1.59,"D",0,0
0,1,38.6,15.65,"A",1,1
0,1,48.4,11.06,"E",1,1
0,1,35.2,1.3,"E",0,0
0,1,39.1,22.17,"A",0,1
0,1,20.7,0.44,"E",0,1
0,1,74.7,21.96,"A",0,1
0,1,47,1.59,"E",1,0
0,1,67.8,26.79,"A",1,1
0,1,46.1,27.61,"A",1,0
0,0,45.6,1.44,"D",1,0
0,1,52.3,14.69,"B",0,1
1,1,40.3,8.76,"B",1,0
0,1,52.2,31.12,"A",0,0
0,1,56,27.44,"A",0,1
0,1,45.3,19.08,"A",1,1
0,1,28.7,3.36,"D",0,0
0,1,42.6,1.02,"E",1,0
0,1,23.4,0.61,"D",0,0
0,1,48.3,3.3,"D",0,0
0,1,46.6,18.83,"B",1,1
0,1,29.2,2.02,"C",1,1
0,1,44,20.15,"A",0,1
0,1,28.9,1.6,"D",0,1
0,1,24.1,0.91,"E",0,0
0,1,36,0.67,"E",0,0
0,1,36.4,18.71,"A",0,1
0,1,56.5,8.17,"A",1,0
0,1,44.4,21.95,"A",1,1
1,1,32.2,10.55,"B",1,0
0,1,52.3,17.94,"B",1,1
0,1,37.2,16.64,"C",1,1
0,1,22.7,1.28,"E",1,1
0,1,34.1,17.64,"B",1,0
0,1,32.9,3.88,"C",1,1
0,1,36.4,6.63,"C",1,0
0,1,32.4,1.04,"D",1,1
0,1,38.8,2.63,"D",1,0
0,1,50.1,0.84,"E",0,1
1,1,36.3,8.23,"D",1,0
0,1,42.9,3.19,"A",1,0
0,1,63.8,25.42,"B",1,1
0,1,32.1,1.59,"D",0,0
1,1,26.9,5.67,"D",1,0
0,0,35.3,0.71,"D",0,0
0,1,53,18.35,"B",0,1
0,1,67.4,16.07,"B",0,1
0,1,17.3,0.44,"D",0,0
0,1,53.4,23.71,"B",1,1
0,1,47.8,26.12,"A",1,0
0,1,24.7,2.23,"D",0,0
0,0,31.3,1.61,"C",0,1
0,1,38.9,1.25,"E",0,1
0,1,56.2,1.57,"E",0,0
0,1,42.1,4.42,"C",1,1
0,1,47.9,27.6,"A",0,1
0,1,27.2,1.02,"E",0,1
0,1,28.2,0.84,"C",1,0
0,0,44.4,1.26,"E",0,0
0,1,35,2.17,"C",0,1
1,1,22,3.11,"E",0,0
0,1,44,0.71,"D",0,1
0,1,51,0.82,"E",1,0
0,1,43.3,1.32,"D",1,1
0,1,32.6,0.85,"E",1,0
0,1,35.6,5.23,"D",1,0
0,1,48.7,2.22,"D",1,0
0,0,49,1.69,"E",0,0
0,1,33.5,2.08,"E",0,1
0,0,54.2,2.92,"C",0,1
0,1,53.4,25.71,"A",0,1
0,1,42.2,0.82,"E",0,0
0,1,48.8,1.48,"D",0,0
0,1,58.1,1.66,"B",1,1
0,1,34.4,15.79,"B",1,0
0,1,47.1,0.64,"E",0,0
0,1,24,1.6,"E",0,1
0,1,50.3,4.96,"D",0,1
0,0,33.5,1.6,"D",1,0
1,1,38.2,19.25,"B",1,1
1,1,42.6,7.79,"D",0,0
0,1,49.1,0.67,"C",1,0
1,1,21.8,3.13,"D",0,0
0,1,56.8,1.11,"D",0,0
0,1,50,13.39,"D",1,1
0,1,44.7,27.11,"A",1,1
0,1,57.1,23.44,"B",1,1
0,0,71.3,25.67,"A",0,1
0,1,54.2,18.07,"C",1,1
0,1,49.5,1.46,"D",0,1
1,1,45.9,3.94,"E",0,1
0,1,21.2,0.67,"D",0,0
0,1,44.5,5.79,"B",1,1
0,1,52.6,32.94,"A",1,1
0,1,50.8,28.46,"B",1,1
0,1,22.8,1.08,"E",0,0
0,0,44.1,0.76,"E",0,0
0,1,22.9,2.19,"D",0,1
0,1,35.6,5.17,"C",1,0
1,1,44.7,20.28,"B",1,0
0,1,50.1,4.17,"D",1,0
0,0,43,0.84,"D",0,0
0,1,38.1,1.44,"D",0,1
0,1,44.2,1.14,"E",0,1
0,1,32.6,0.69,"D",0,0
0,1,54.3,1.19,"E",0,1
0,1,56.1,3.19,"C",1,0
0,1,47,30.19,"A",1,1
0,1,44.9,21.96,"A",1,1
0,1,29.7,1.02,"E",0,0
0,1,25.8,0.82,"D",1,0
0,1,49.5,2.56,"D",0,1
0,1,53.8,1.75,"C",1,1
0,1,61.5,26.35,"B",1,1
0,1,73.5,15.54,"B",0,1
0,1,37.2,7.84,"C",1,1
0,1,49.5,1.46,"C",0,1
0,1,32.3,1.13,"C",1,0
0,1,54.7,19.08,"A",1,0
0,1,42.5,3.46,"C",1,0
0,1,27.7,2.36,"C",1,1
0,1,37.3,1.45,"E",0,0
0,1,19.4,0.76,"E",0,0
0,1,42,0.67,"D",0,0
0,1,23.5,1.26,"D",1,0
0,1,43.4,1.68,"D",0,1
0,1,52.2,5.37,"D",0,1
0,1,44.3,1.37,"D",1,0
0,1,22.9,2.23,"D",1,0
0,1,28.3,3.59,"B",1,0
0,1,32.7,1.12,"E",0,1
0,1,45.1,1.74,"E",0,1
0,1,21.4,1.21,"D",0,0
0,1,52.7,8.79,"D",1,1
0,1,21.7,1.04,"E",1,0
0,1,42.7,1.22,"E",0,0
0,1,29.9,2.84,"B",0,1
0,1,60,17.21,"C",0,1
0,1,35.5,1.39,"D",0,0
0,1,67,2.14,"D",0,1
1,1,41.2,2.54,"E",0,0
1,1,62.5,3.76,"E",0,0
0,1,50.4,2.22,"D",1,0
0,1,41.3,18.96,"A",1,0
1,1,21.2,4.21,"E",1,0
0,1,46.2,6.13,"D",1,0
0,1,47.5,1.78,"D",0,0
0,1,50.7,27.13,"A",1,1
0,1,31.4,13.14,"A",0,1
0,1,51.6,0.92,"D",0,0
0,1,56.4,21.6,"D",0,1
0,1,38.5,1.95,"D",1,0
0,1,47.2,13.64,"D",0,0
0,1,45.4,5.01,"B",0,0
0,1,24,2.15,"E",0,1
1,1,23.3,3.73,"D",1,0
0,1,46.4,20.39,"C",0,1
0,1,27.3,2.34,"B",1,0
0,1,44.2,1.21,"E",0,1
0,1,40.3,0.57,"D",0,0
0,1,26.6,2.6,"B",1,1
1,1,31.9,3.05,"D",0,0
0,1,59.1,1.56,"E",0,1
0,1,46.4,8.03,"C",0,0
0,1,26,1.07,"D",0,0
0,1,34.3,0.96,"E",0,1
0,1,51.7,10.94,"D",0,1
0,1,54,1.17,"E",0,0
0,0,29.6,0.92,"E",0,0
0,1,44.1,25.96,"A",1,1
0,1,60,0.56,"D",0,1
0,1,51.2,1.62,"D",0,1
0,1,43.8,1.07,"C",1,1
0,1,33.8,1.22,"D",1,0
0,1,64.3,19.65,"C",0,0
0,1,37.9,1.62,"D",0,0
0,1,50.8,1.16,"B",1,1
0,1,44.9,1.02,"B",1,1
1,1,36,16.08,"B",0,0
0,1,52.1,0.75,"C",0,1
0,0,20.7,0.69,"D",0,0
0,1,47.6,1.07,"D",0,1
0,1,30.1,1.07,"D",0,0
0,1,34.2,1.52,"D",0,0
0,1,32.7,1.01,"B",1,0
0,1,28.9,2.25,"D",1,1
0,1,55.2,1.74,"E",1,0
0,1,30.6,1.05,"E",0,0
0,1,48.6,24.65,"B",1,1
0,1,28.9,1.08,"D",0,0
0,1,47.9,2.52,"C",1,1
0,1,56.9,3.15,"C",1,0
0,1,36.9,7.7,"B",1,1
0,1,39.8,2.92,"D",0,0
0,1,48.9,23.88,"A",1,1
0,1,34.2,1.02,"E",0,0
0,1,54.3,22.6,"C",1,1
1,1,50.1,3.25,"D",0,0
0,0,39.9,17.25,"A",0,0
0,1,46.9,1.05,"D",0,0
0,1,32.2,1.06,"E",1,0
1,1,26.8,6.87,"D",1,0
0,1,37,15.13,"B",1,1
0,1,21.5,2.13,"D",0,0
0,1,58.9,24.8,"B",1,1
0,1,63.2,1.24,"E",0,0
0,1,63,1.09,"E",0,1
0,1,22.4,1.1,"D",1,0
0,0,48,0.77,"C",1,0
0,1,23.4,0.86,"D",0,0
0,1,27.8,1.25,"E",0,1
0,1,38.5,1.23,"E",0,0
0,0,40,1.54,"E",0,0
1,0,42.6,8.67,"B",1,1
0,1,47.9,10.23,"A",0,1
0,1,30.8,1.01,"D",0,0
0,1,31.7,1.85,"D",1,0
0,1,50.9,1.01,"D",1,0
0,1,54,24.44,"A",0,1
0,1,21.9,1.69,"E",0,0
0,1,18.9,0.86,"D",0,0
1,1,58.1,17.79,"D",0,0
0,1,53.9,3.21,"E",0,0
0,1,60.6,33.15,"A",1,1
0,0,44.7,0.75,"C",0,1
0,1,27.2,3.79,"D",1,0
0,0,29.6,1.11,"E",0,1
0,1,73.7,3.56,"D",1,0
0,1,45.7,27.39,"A",1,1
0,1,42.7,1.1,"D",0,0
0,1,21.7,0.73,"D",0,0
0,1,56.9,1.33,"E",0,1
0,1,50.4,18.06,"C",0,1
0,1,58.8,25.21,"A",0,1
1,1,44.1,8.63,"B",1,1
0,1,32.2,1.25,"E",0,1
0,0,42.9,0.77,"D",0,0
0,1,28.4,1.15,"D",0,1
0,1,28.1,1.66,"E",0,1
0,1,39.7,19.54,"A",1,0
0,1,19.7,2.34,"E",0,1
0,1,26.8,3.88,"B",1,0
0,1,49.5,1.25,"E",0,0
0,1,38.5,17.75,"D",1,1
0,1,63,27.84,"B",1,1
0,1,41.3,22.94,"B",1,1
0,1,65.9,1.08,"E",0,0
0,0,54.1,1.03,"C",0,1
0,0,37.3,1.34,"E",0,0
0,1,49.4,18.42,"B",1,1
0,1,59.8,17.69,"C",0,1
0,1,37,0.86,"D",0,0
0,1,51.3,33.71,"A",1,1
0,1,76.6,39.06,"A",1,1
0,1,50.4,18.71,"B",1,1
0,1,60.1,11.63,"D",0,0
0,1,23.5,0.92,"D",1,0
0,1,20.7,1.21,"E",0,0
0,1,25.9,0.96,"E",0,0
0,1,31.3,14.78,"A",0,1
0,1,44.6,1.09,"D",1,0
0,1,44.3,1.21,"E",0,1
0,1,49.2,2.54,"C",0,1
0,1,59.6,9.62,"A",1,1
0,1,29.1,1.15,"E",0,0
0,1,51.4,1.86,"D",0,1
0,1,27.6,0.93,"B",1,1
0,1,25.3,5.21,"E",1,0
0,1,34.9,2.09,"B",1,0
0,1,29.5,9.46,"A",1,1
0,1,52.1,15.54,"B",0,1
0,1,44.7,1.52,"B",0,1
0,1,22.6,4.05,"C",1,0
0,1,54.1,24.65,"B",1,1
0,1,40.7,1.79,"E",0,0
0,1,19.1,2.21,"D",0,0
0,1,28.6,8.19,"A",0,1
0,1,50.8,1.33,"E",0,0
0,0,50.2,0.92,"E",0,0
0,1,66,15.84,"A",0,1
1,1,41.9,13.22,"B",1,1
0,1,41.6,24.08,"A",1,1
0,0,37.1,1.62,"D",1,0
0,1,58.2,17.54,"B",1,0
0,0,26,0.84,"E",0,0
0,0,28.9,1.26,"E",0,0
0,1,40.8,4.11,"C",0,1
0,1,24.1,0.6,"D",0,1
0,0,36,1.02,"E",0,0
0,1,19.5,1.13,"E",1,0
0,1,52.1,23.79,"A",0,1
0,1,28.7,1.08,"D",0,1
0,1,38.2,1.46,"D",0,0
0,1,32.3,1.19,"D",1,0
0,1,26.3,1.13,"E",0,0
0,1,27.6,3.33,"D",0,0
0,0,26.5,1.53,"E",0,0
0,1,37.7,1.29,"D",0,0
1,1,49.8,19.88,"C",0,0
0,1,54,0.82,"D",0,0
0,1,47.6,0.74,"E",0,1
0,1,55.5,36.21,"A",0,0
0,1,29.4,2.37,"B",0,0
0,1,29.2,1.11,"E",0,0
0,1,29.4,0.81,"E",1,0
0,1,37.4,1.57,"E",0,0
0,1,41.7,2.88,"D",0,1
0,1,27.2,2.25,"D",1,1
0,1,33.8,2.12,"D",0,0
0,0,24.8,0.75,"D",0,0
0,1,64.5,17.06,"C",0,1
0,1,40.9,5.02,"C",1,1
0,1,43.5,1.33,"E",1,1
0,1,26.4,1.02,"D",0,0
0,1,22.3,1.59,"E",0,0
0,1,52.7,11.02,"D",0,0
0,1,47.1,1.71,"D",0,0
0,1,49.1,1.39,"D",0,0
0,1,23.6,3.19,"D",0,0
0,1,49.6,2.04,"E",0,1
0,1,50.4,0.82,"E",0,0
0,1,57.9,22.71,"C",1,0
0,1,48,1.78,"D",1,0
0,1,39.9,19.3,"A",0,0
0,1,53,1.29,"D",0,1
0,0,57.9,27.82,"A",1,1
1,1,27,7.65,"D",1,0
0,1,42.3,1.17,"E",0,0
0,1,63,6.11,"D",0,1
0,1,44.4,2.15,"D",0,0
0,1,50.9,27.85,"B",1,1
0,1,35.8,2.54,"B",1,1
0,0,50.6,0.76,"C",1,1
0,1,44.2,1.17,"E",0,0
0,1,44.2,2.77,"D",0,1
0,1,55.8,26.71,"A",0,1
0,1,54.1,1.72,"E",0,1
0,1,48.8,5.81,"D",0,0
0,1,49.5,1.21,"E",0,0
0,0,39.2,1.84,"B",1,0
0,1,38.7,2.32,"D",0,0
0,1,31,2.07,"D",0,0
1,1,23.4,1.97,"D",0,1
0,1,44.2,21.96,"A",0,1
0,1,42.6,22.46,"A",1,1
0,1,34.9,14.79,"A",0,1
0,1,20.4,1.48,"D",0,0
0,1,26.5,1.17,"E",1,0
0,1,47,24.27,"A",1,1
0,1,53.8,2.63,"D",1,0
0,1,27.1,0.17,"E",0,0
0,1,29.1,4.23,"C",1,0
0,1,52,34.04,"A",1,1
0,1,33.2,2.08,"D",0,0
0,1,34.8,0.96,"E",1,0
0,0,53.2,0.67,"E",0,1
0,0,33.7,1.19,"D",0,0
0,1,37.6,3.69,"D",1,0
0,1,24.4,1.52,"B",1,1
0,1,40.3,1.68,"D",0,0
0,1,65.6,28.86,"C",1,1
0,1,43.8,24.21,"A",0,1
0,1,49.3,12.7,"D",1,1
0,1,53.1,2.63,"E",1,0
0,1,23.1,0.36,"E",0,0
0,1,52.6,2.28,"D",0,1
0,1,27.8,1.48,"E",0,0
0,0,55.3,0.42,"B",1,1
0,0,21.3,1.02,"C",1,0
0,0,40.7,2.01,"A",1,1
0,1,40.3,1.43,"E",1,0
0,0,50.3,1.35,"D",0,0
0,1,34.4,2.25,"D",0,1
0,1,35.6,1.13,"E",0,1
0,1,34.9,13.88,"A",0,0
0,1,58.7,1.34,"E",0,0
0,0,24.5,1.44,"D",0,0
0,1,41.5,16.44,"D",0,1
0,1,48.6,13.21,"C",1,1
0,1,33.7,1.23,"E",0,0
0,1,31.4,1.94,"B",0,1
0,1,34.2,1.86,"D",1,0
0,1,46.7,19.12,"B",1,1
0,1,48.4,3.65,"E",1,1
0,1,59.4,29.02,"A",0,1
0,1,44.9,1.3,"E",0,0
0,1,24.9,1.58,"E",0,0
1,1,51.2,9.91,"D",0,0
0,1,49.3,1.26,"E",0,1
0,1,42.1,24.02,"A",0,1
0,1,35.4,0.74,"E",1,0
0,1,49.3,0.3,"D",0,0
0,1,31.3,0.38,"D",1,1
0,1,56.8,1.61,"D",0,1
0,0,65.5,0.71,"C",1,0
0,1,21.9,1.67,"D",0,0
0,1,23.3,1.08,"D",0,0
0,1,25.5,1.96,"D",1,1
0,1,71.7,1.44,"D",1,1
0,1,48.9,10.88,"B",0,0
0,1,32.4,12.14,"A",0,1
0,1,56.4,23.73,"A",1,1
0,0,52,28.25,"A",0,0
0,0,54.9,1.62,"C",1,1
0,1,53.4,12.96,"D",0,0
0,1,52.5,22.26,"B",1,1
0,1,50.7,33.37,"A",1,1
0,1,25.8,1.26,"D",0,0
0,1,52.1,0.61,"D",1,0
0,1,48.9,19.34,"B",1,1
0,1,49,19.23,"B",0,1
0,1,19.6,1.69,"D",0,0
0,1,50.5,4.55,"C",0,1
0,0,23.1,1.12,"E",0,0
1,1,32,5.95,"E",0,0
0,1,45.2,26.6,"A",1,1
0,1,49.9,1.6,"E",0,1
0,1,47.1,1.08,"C",0,0
0,1,55.5,27.88,"B",1,1
0,1,34.3,9.42,"B",1,0
0,1,23.2,1.76,"D",0,1
0,1,54.1,5.35,"E",0,0
0,1,70.3,5.78,"A",0,1
0,1,31.7,1.15,"D",1,0
0,0,42.6,1.44,"C",1,1
0,1,63.9,37.81,"B",1,1
0,1,20.3,0.27,"E",0,0
0,1,35.8,12.71,"B",1,0
0,1,49.3,19.09,"B",1,1
0,1,42.6,6.15,"C",1,0
0,1,70.2,30.94,"A",1,1
0,1,55.4,0.25,"C",0,0
0,1,39.7,1.58,"D",1,0
0,1,36,1.01,"E",0,1
0,1,28.3,1.6,"D",1,0
0,1,45.8,1.59,"E",0,0
0,1,67.1,4.94,"E",0,0
0,1,48.4,0.86,"E",0,1
0,1,25.5,1.13,"D",0,1
0,1,47.2,18.04,"B",1,1
1,1,51.6,24.13,"B",0,1
0,1,25,1.25,"D",1,0
0,1,53.6,0.8,"D",1,0
0,1,47.2,28.73,"A",1,0
0,1,27.8,1.16,"C",1,0
0,1,37.6,0.6,"D",1,0
0,1,43.9,1.6,"E",0,0
0,1,57.2,29.08,"A",0,1
0,0,50.4,1.42,"C",0,0
0,1,19.9,2.56,"D",0,0
0,0,30.9,1.42,"E",0,0
0,1,61.3,25.89,"A",1,1
0,1,39.8,21.65,"B",1,1
0,1,27.6,0.96,"E",0,0
0,1,27.5,1.73,"E",0,1
0,1,44.1,2.58,"C",0,1
0,1,52.2,30.86,"A",1,1
0,1,36.3,16.8,"A",1,1
0,1,36.5,17.66,"B",1,1
0,1,43,1.38,"D",0,1
0,1,35.6,2.71,"D",0,0
0,1,43.2,1.02,"D",0,0
0,1,35.9,0.94,"B",1,1
0,1,36.7,1.08,"E",0,0
0,1,18.2,0.85,"D",0,1
0,0,48.3,0.53,"E",0,0
0,1,19.4,1.44,"E",0,0
0,1,36.1,14.29,"A",1,1
0,1,61.6,1.23,"E",0,0
0,0,47.3,3.33,"D",0,1
0,0,46,2.17,"C",1,0
0,1,32,1.07,"E",0,0
0,1,37.8,19.52,"B",1,1
0,1,27.3,1.25,"E",0,0
0,1,49.7,4.73,"B",1,1
0,1,30.4,2.6,"D",1,0
0,1,50.2,27.13,"A",1,1
0,1,33.2,2.14,"E",0,0
0,1,53.3,1.07,"D",1,0
0,1,51.3,5.3,"A",1,1
0,1,27.5,1.02,"D",0,0
0,1,43.4,1.17,"E",0,1
0,1,30.1,2.17,"D",0,0
0,1,27.2,0.96,"E",0,0
0,1,48.5,26.14,"A",0,1
0,1,72,0.94,"D",0,1
0,1,52.2,1.3,"E",0,0
0,1,46.1,1.25,"D",1,1
0,1,29.6,2.48,"C",0,1
0,1,43.1,1.8,"E",1,0
1,1,53.6,12.56,"C",0,0
0,1,27.4,1.72,"D",1,0
0,1,23.1,1.1,"E",0,0
0,1,28,3.21,"D",0,0
0,1,54.2,25.87,"A",1,1
0,1,38,1.83,"D",1,1
0,1,46.4,17.2,"A",0,0
0,0,46.2,4.96,"C",0,0
0,1,58.3,3.08,"C",1,1
0,1,35.3,2.46,"E",0,1
0,1,47.9,22.58,"B",1,1
0,1,57.8,0.67,"D",0,0
0,1,43.5,3.96,"A",1,1
0,1,24.1,1.21,"D",0,0
0,1,61.9,3.79,"D",1,1
0,1,33.5,1.09,"E",1,0
0,1,41.6,1.6,"E",0,0
0,1,36.8,18.36,"A",1,0
0,1,35.8,5.28,"A",1,0
0,1,33,1.77,"E",0,0
0,1,47.8,11.08,"D",0,1
