MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod.Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
020,RL,NA,9503.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958.0,1983.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,457.0,Rec,374.0,193.0,1024.0,GasA,TA,Y,SBrkr,1344.0,0.0,0.0,1344.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,1.0,TA,Detchd,1970.0,Unf,1.0,484.0,TA,TA,Y,316.0,28.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,6.0,2007.0,WD ,Normal,144e3
090,RL,NA,10624.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40.0,Rec,264.0,1424.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,0.0,1.0,2.0,0.0,6.0,2.0,TA,10.0,Typ,0.0,NoFirePlace,Detchd,2002.0,Unf,1.0,352.0,TA,TA,Y,155.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,11.0,2007.0,WD ,Normal,119e3
090,RL,NA,10899.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,N,SBrkr,1224.0,0.0,0.0,1224.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,8.0,Typ,0.0,NoFirePlace,CarPort,1964.0,Unf,3.0,530.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,4.0,2007.0,WD ,Normal,103e3
020,RL,NA,12342.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960.0,1978.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422.0,0.0,0.0,1422.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0.0,0.0,36.0,0.0,0.0,0.0,NoPool,GdWo,Shed,600.0,8.0,2007.0,WD ,Normal,139900.0
020,RL,NA,12772.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960.0,1998.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498.0,Unf,0.0,460.0,958.0,GasA,TA,Y,SBrkr,958.0,0.0,0.0,958.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1960.0,RFn,1.0,301.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,Gar2,15500.0,4.0,2007.0,WD ,Normal,151500.0
020,RL,80.0,8892.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960.0,1960.0,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1065.0,1065.0,GasA,Gd,Y,SBrkr,1065.0,0.0,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Detchd,1974.0,Unf,2.0,461.0,TA,TA,Y,74.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,COD,Normal,126500.0
080,RL,65.0,10482.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958.0,1958.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507.0,Unf,0.0,81.0,588.0,GasA,Ex,Y,SBrkr,1138.0,0.0,0.0,1138.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnWw,None,0.0,6.0,2007.0,WD ,Normal,145e3
020,RL,70.0,7535.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958.0,1985.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111.0,LwQ,279.0,522.0,912.0,GasA,Fa,Y,SBrkr,912.0,0.0,0.0,912.0,0.0,1.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1958.0,Fin,1.0,297.0,TA,TA,Y,12.0,285.0,0.0,0.0,0.0,0.0,NoPool,MnWw,Shed,480.0,6.0,2007.0,WD ,Normal,12e4
020,RL,74.0,7450.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956.0,1956.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,206.0,250.0,894.0,GasA,Gd,Y,SBrkr,1074.0,0.0,0.0,1074.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Min1,1.0,Gd,Detchd,1966.0,Unf,2.0,396.0,TA,TA,Y,0.0,72.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,1.0,2007.0,WD ,Normal,124e3
020,RL,NA,8339.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959.0,1959.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1959.0,RFn,1.0,294.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,Shed,1200.0,7.0,2007.0,WD ,Normal,106500.0
020,RL,NA,14357.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1961.0,1961.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,LwQ,167.0,386.0,864.0,GasA,TA,Y,SBrkr,1187.0,0.0,0.0,1187.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1961.0,RFn,2.0,440.0,TA,TA,Y,128.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2007.0,CWD,Normal,140500.0
020,RL,76.0,8243.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961.0,1961.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,TA,Gd,CBlock,TA,TA,No,ALQ,700.0,Unf,0.0,264.0,964.0,GasA,Ex,Y,SBrkr,964.0,0.0,0.0,964.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1985.0,Fin,2.0,784.0,TA,TA,Y,170.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdPrv,None,0.0,2.0,2007.0,WD ,Normal,137500.0
020,RL,70.0,8680.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960.0,1960.0,Hip,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Detchd,1965.0,Unf,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,1.0,2007.0,WD ,Normal,117600.0
020,RL,80.0,8800.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966.0,1966.0,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,654.0,Unf,0.0,520.0,1174.0,GasA,Ex,Y,SBrkr,1200.0,0.0,0.0,1200.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,10.0,2007.0,CWD,Normal,163500.0
080,RL,80.0,9200.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965.0,1965.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,TA,TA,CBlock,TA,TA,Gd,GLQ,494.0,Unf,0.0,548.0,1042.0,GasA,TA,Y,SBrkr,1042.0,0.0,0.0,1042.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdPrv,None,0.0,5.0,2007.0,WD ,Normal,161e3
080,RL,85.0,9350.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964.0,1991.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0.0,1302.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,7.0,Min1,0.0,NoFirePlace,Attchd,1964.0,RFn,1.0,309.0,TA,TA,Y,333.0,0.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,10.0,2007.0,CWD,Normal,158e3
060,RL,80.0,8800.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1964.0,1997.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,TA,Gd,CBlock,TA,TA,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,Ex,Y,SBrkr,845.0,1309.0,0.0,2154.0,0.0,0.0,2.0,1.0,5.0,1.0,TA,8.0,Typ,1.0,Gd,Attchd,1964.0,RFn,2.0,539.0,TA,TA,Y,0.0,0.0,0.0,0.0,161.0,0.0,NoPool,MnPrv,None,0.0,7.0,2007.0,WD ,Normal,224500.0
020,RL,NA,11382.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964.0,1964.0,Gable,CompShg,Wd Sdng,Plywood,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,ALQ,54.0,Rec,543.0,533.0,1130.0,GasA,TA,Y,SBrkr,1374.0,0.0,0.0,1374.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1964.0,RFn,1.0,286.0,TA,TA,Y,0.0,28.0,84.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,8.0,2007.0,WD ,Normal,147e3
020,RL,NA,22002.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959.0,1991.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652.0,0.0,0.0,1652.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1959.0,RFn,2.0,510.0,TA,TA,Y,0.0,0.0,0.0,0.0,201.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,WD ,Normal,2e5
020,RL,NA,14585.0,Pave,NoAccess,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960.0,1987.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Rec,219.0,331.0,1144.0,GasA,Ex,Y,SBrkr,1429.0,0.0,0.0,1429.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,216.0,110.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2007.0,WD ,Normal,181900.0
020,RL,75.0,7388.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959.0,2002.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405.0,Unf,0.0,658.0,1063.0,GasA,Gd,Y,SBrkr,1327.0,0.0,0.0,1327.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NoFirePlace,Detchd,1974.0,Unf,2.0,624.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,WD ,Normal,150750.0
090,RL,70.0,9842.0,Pave,NoAccess,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962.0,1962.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1224.0,0.0,0.0,1224.0,0.0,0.0,2.0,0.0,2.0,2.0,TA,6.0,Typ,0.0,NoFirePlace,CarPort,1962.0,Unf,2.0,462.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,3.0,2007.0,WD ,Normal,101800.0
020,RL,57.0,8280.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950.0,1950.0,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Ex,Y,FuseA,932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,1.0,Gd,Attchd,1950.0,Unf,1.0,306.0,TA,TA,Y,0.0,0.0,214.0,0.0,0.0,0.0,NoPool,GdPrv,None,0.0,11.0,2007.0,WD ,Normal,124e3
045,RL,85.0,12172.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940.0,1996.0,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,130.0,Rec,259.0,433.0,822.0,GasA,TA,Y,SBrkr,908.0,0.0,0.0,908.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NoFirePlace,Attchd,1975.0,Unf,2.0,512.0,TA,TA,Y,284.0,24.0,0.0,0.0,192.0,0.0,NoPool,MnPrv,None,0.0,10.0,2007.0,WD ,Normal,138500.0
020,RL,50.0,5e3,Pave,NoAccess,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946.0,1950.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Fa,Fa,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0.0,0.0,GasA,Fa,N,FuseF,334.0,0.0,0.0,334.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,2.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,1.0,2007.0,WD ,Normal,39300.0
020,RL,50.0,5e3,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,Fa,Fa,No,LwQ,299.0,Unf,0.0,367.0,666.0,GasA,Fa,N,SBrkr,666.0,0.0,0.0,666.0,0.0,1.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0.0,52.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,None,0.0,4.0,2007.0,WD ,Normal,64500.0
050,RL,51.0,3500.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,3,5,1945.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,144.0,Unf,0.0,226.0,370.0,GasA,TA,N,FuseA,442.0,228.0,0.0,670.0,1.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,NoFirePlace,NoGarage,NA,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0.0,21.0,0.0,0.0,0.0,0.0,NoPool,MnPrv,Shed,2e3,7.0,2007.0,WD ,Normal,64e3
020,RL,50.0,5175.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958.0,2e3,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,150.0,ALQ,404.0,254.0,808.0,GasA,Ex,Y,SBrkr,808.0,0.0,0.0,808.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Detchd,1963.0,Unf,1.0,308.0,TA,TA,N,143.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,COD,Normal,112e3
060,RL,100.0,9500.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964.0,1978.0,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,TA,Y,SBrkr,1127.0,850.0,0.0,1977.0,0.0,1.0,1.0,1.0,4.0,1.0,TA,9.0,Typ,1.0,TA,Attchd,1964.0,RFn,2.0,540.0,TA,TA,Y,0.0,52.0,0.0,0.0,0.0,0.0,NoPool,GdPrv,None,0.0,6.0,2007.0,WD ,Normal,165e3
020,RL,80.0,9600.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955.0,1955.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,Ex,Y,SBrkr,1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NoFirePlace,Attchd,1955.0,Fin,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,175.0,0.0,NoPool,MnPrv,None,0.0,10.0,2007.0,WD ,Normal,144e3
090,RL,95.0,11345.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948.0,1950.0,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,708.0,928.0,GasA,Gd,Y,FuseA,928.0,992.0,0.0,1920.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,10.0,Typ,0.0,NoFirePlace,Detchd,1948.0,Unf,2.0,400.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,WD ,Normal,137e3
050,RL,79.0,9492.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941.0,1950.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,368.0,BLQ,41.0,359.0,768.0,GasA,TA,Y,SBrkr,968.0,408.0,0.0,1376.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,4.0,2007.0,WD ,Normal,105e3
070,RL,79.0,9480.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942.0,1995.0,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386.0,Unf,0.0,342.0,728.0,GasA,Ex,Y,SBrkr,888.0,756.0,0.0,1644.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Attchd,1942.0,Unf,1.0,312.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2007.0,WD ,Normal,146500.0
090,RL,63.0,8668.0,Pave,NoAccess,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1968.0,1968.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,TA,Y,SBrkr,1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NoFirePlace,Detchd,1968.0,Unf,3.0,792.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,5.0,2007.0,WD ,Normal,126e3
085,RL,NA,10050.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966.0,1966.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,TA,TA,CBlock,TA,TA,Av,GLQ,602.0,Unf,0.0,191.0,793.0,GasA,Ex,Y,SBrkr,1280.0,0.0,0.0,1280.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Basment,1966.0,Fin,2.0,432.0,TA,TA,Y,140.0,40.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,6.0,2007.0,WD ,Normal,175e3
080,RL,100.0,9600.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961.0,1961.0,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,TA,Y,SBrkr,1254.0,0.0,0.0,1254.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1961.0,RFn,2.0,525.0,TA,TA,Y,0.0,0.0,0.0,0.0,168.0,0.0,NoPool,NoFence,None,0.0,5.0,2007.0,WD ,Normal,158500.0
020,RL,70.0,10150.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958.0,1958.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NoFirePlace,Attchd,1958.0,RFn,1.0,275.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,7.0,2007.0,COD,Normal,114500.0
050,RL,78.0,11344.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958.0,1958.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460.0,Unf,0.0,414.0,874.0,GasW,TA,Y,FuseA,874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,NoFirePlace,Attchd,1958.0,Unf,1.0,315.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NoPool,GdWo,None,0.0,7.0,2007.0,WD ,Normal,144e3
060,RL,NA,18450.0,Pave,NoAccess,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965.0,1979.0,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187.0,Rec,723.0,111.0,1021.0,GasA,TA,Y,SBrkr,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Sev,1.0,Po,CarPort,1965.0,Unf,2.0,596.0,TA,TA,Y,0.0,265.0,0.0,0.0,0.0,0.0,NoPool,NoFence,None,0.0,8.0,2007.0,WD ,Abnorml,129e3
020,RL,73.0,8760.0,Pave,NoAccess,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1957.0,1999.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,873.0,Unf,0.0,63.0,936.0,GasA,TA,Y,SBrkr,936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NoFirePlace,Attchd,1957.0,RFn,1.0,315.0,TA,TA,Y,0.0,0.0,0.0,219.0,0.0,0.0,NoPool,NoFence,None,0.0,9.0,2007.0,WD ,Normal,141e3
