"Churn","MonthlyCharges","SeniorCitizen","PaymentMethod","InternetService","tenure","Contract"
0,66,0,"Electronic check","DSL",70,"Two year"
1,101.5,1,"Credit card","Fiber optic",54,"One year"
1,74.9,0,"Bank transfer","Fiber optic",28,"Month-to-month"
0,20.75,0,"Mailed check","No",24,"Two year"
0,61.45,0,"Credit card","DSL",69,"Two year"
0,54.5,0,"Mailed check","DSL",42,"Month-to-month"
1,69.6,1,"Electronic check","Fiber optic",2,"Month-to-month"
0,99.75,1,"Electronic check","Fiber optic",39,"Month-to-month"
0,109.75,0,"Bank transfer","Fiber optic",45,"Two year"
0,80.85,0,"Bank transfer","DSL",72,"Two year"
0,20.3,0,"Mailed check","No",38,"Two year"
0,67.8,0,"Bank transfer","DSL",72,"Two year"
1,24.05,0,"Mailed check","No",1,"Month-to-month"
0,19.8,0,"Credit card","No",72,"Two year"
0,25.7,0,"Bank transfer","No",55,"Two year"
0,56.15,0,"Electronic check","DSL",51,"One year"
0,86.7,0,"Bank transfer","DSL",63,"Two year"
0,20.4,0,"Mailed check","No",1,"Month-to-month"
0,19.65,0,"Mailed check","No",23,"Two year"
1,50.55,0,"Electronic check","DSL",1,"Month-to-month"
0,54.35,0,"Mailed check","DSL",2,"Month-to-month"
0,108.1,1,"Credit card","Fiber optic",52,"Month-to-month"
0,54.45,0,"Mailed check","DSL",36,"One year"
0,45.35,0,"Mailed check","DSL",1,"Month-to-month"
0,59,0,"Mailed check","DSL",28,"One year"
0,69.45,0,"Electronic check","DSL",7,"One year"
1,100.55,0,"Electronic check","Fiber optic",14,"Month-to-month"
0,64.95,1,"Credit card","DSL",72,"Two year"
1,20.5,0,"Mailed check","No",1,"Month-to-month"
0,18.85,0,"Mailed check","No",10,"Month-to-month"
0,19.8,0,"Bank transfer","No",42,"One year"
0,25.05,0,"Bank transfer","DSL",7,"Month-to-month"
1,74.8,0,"Bank transfer","Fiber optic",4,"Month-to-month"
0,114.3,0,"Credit card","Fiber optic",72,"Two year"
1,24.45,0,"Electronic check","DSL",20,"Month-to-month"
0,109.2,0,"Credit card","Fiber optic",63,"Two year"
0,45.05,0,"Bank transfer","DSL",56,"Two year"
0,51,0,"Mailed check","DSL",5,"Month-to-month"
0,110.45,0,"Bank transfer","Fiber optic",72,"Two year"
0,84.65,1,"Electronic check","Fiber optic",68,"Month-to-month"
0,60.05,0,"Mailed check","DSL",67,"One year"
0,44.65,0,"Bank transfer","DSL",8,"Month-to-month"
0,93.25,0,"Bank transfer","Fiber optic",52,"Month-to-month"
0,20.25,0,"Mailed check","No",18,"Month-to-month"
0,25.45,0,"Mailed check","No",59,"Two year"
0,20.6,0,"Mailed check","No",60,"Two year"
0,94.1,0,"Electronic check","Fiber optic",7,"Month-to-month"
0,34.8,0,"Mailed check","DSL",59,"One year"
0,60.75,0,"Bank transfer","DSL",46,"Two year"
0,51.35,0,"Electronic check","DSL",5,"Month-to-month"
0,64.05,1,"Credit card","DSL",59,"Two year"
0,84.8,0,"Bank transfer","DSL",70,"Two year"
1,71,0,"Credit card","Fiber optic",14,"Month-to-month"
0,50.15,0,"Mailed check","DSL",44,"Month-to-month"
0,94.6,0,"Credit card","Fiber optic",64,"Two year"
0,59.75,0,"Mailed check","DSL",58,"Two year"
0,100.25,1,"Electronic check","Fiber optic",46,"One year"
0,98.9,1,"Electronic check","Fiber optic",58,"Month-to-month"
0,97.7,0,"Credit card","Fiber optic",72,"Two year"
1,40.3,1,"Electronic check","DSL",30,"Month-to-month"
0,60.25,1,"Bank transfer","DSL",11,"Month-to-month"
0,56.25,1,"Electronic check","DSL",34,"Month-to-month"
0,46.2,0,"Bank transfer","DSL",54,"Two year"
1,50.6,0,"Electronic check","DSL",3,"Month-to-month"
0,24.9,0,"Mailed check","No",72,"Two year"
1,84.85,0,"Electronic check","Fiber optic",40,"Month-to-month"
1,65.7,0,"Mailed check","DSL",2,"Month-to-month"
0,63.35,0,"Credit card","DSL",54,"Two year"
0,50.1,0,"Bank transfer","DSL",14,"Month-to-month"
1,70.5,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,94.85,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,50.15,0,"Electronic check","DSL",1,"Month-to-month"
1,19.75,0,"Mailed check","No",1,"Month-to-month"
0,64.65,0,"Bank transfer","DSL",56,"One year"
0,79.6,0,"Bank transfer","DSL",68,"Two year"
0,19.5,0,"Mailed check","No",14,"One year"
0,99.55,0,"Electronic check","Fiber optic",68,"Two year"
0,74,1,"Electronic check","Fiber optic",55,"Month-to-month"
0,38.9,0,"Electronic check","DSL",16,"Month-to-month"
0,79.55,1,"Electronic check","Fiber optic",9,"Month-to-month"
1,65.45,0,"Electronic check","DSL",14,"Month-to-month"
1,98.7,1,"Electronic check","Fiber optic",58,"Month-to-month"
0,46.3,0,"Bank transfer","DSL",53,"Month-to-month"
0,99.35,0,"Credit card","Fiber optic",70,"Two year"
0,95.8,1,"Electronic check","Fiber optic",14,"Month-to-month"
1,67.5,0,"Bank transfer","DSL",22,"One year"
0,78.15,0,"Credit card","Fiber optic",10,"Month-to-month"
0,26.1,0,"Mailed check","No",29,"Two year"
1,69.6,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,84.35,0,"Electronic check","DSL",49,"One year"
1,100.2,1,"Electronic check","Fiber optic",68,"Month-to-month"
1,78.05,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,40.35,0,"Credit card","DSL",30,"One year"
0,79.2,0,"Credit card","DSL",72,"Two year"
0,20.9,0,"Mailed check","No",10,"Month-to-month"
1,73.6,0,"Electronic check","Fiber optic",7,"Month-to-month"
1,74.75,0,"Electronic check","Fiber optic",9,"Month-to-month"
0,49.9,0,"Mailed check","DSL",1,"Month-to-month"
0,68.9,0,"Credit card","DSL",20,"Month-to-month"
0,20.25,0,"Mailed check","No",1,"Month-to-month"
0,76,0,"Credit card","Fiber optic",29,"Month-to-month"
0,74,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,82.3,0,"Mailed check","Fiber optic",3,"Month-to-month"
0,89.4,0,"Bank transfer","Fiber optic",20,"Month-to-month"
0,99.15,0,"Credit card","Fiber optic",64,"Month-to-month"
1,20.2,0,"Mailed check","No",1,"Month-to-month"
0,29.45,0,"Bank transfer","DSL",6,"Month-to-month"
0,19.8,0,"Electronic check","No",50,"Two year"
0,59.15,0,"Bank transfer","DSL",6,"Month-to-month"
0,44.75,0,"Electronic check","DSL",7,"Month-to-month"
0,90.8,0,"Credit card","Fiber optic",72,"Two year"
0,49.55,0,"Bank transfer","DSL",8,"Month-to-month"
0,106.7,0,"Credit card","Fiber optic",67,"Two year"
1,93.55,1,"Electronic check","Fiber optic",24,"Month-to-month"
0,94.45,0,"Credit card","Fiber optic",72,"Two year"
0,19.45,0,"Bank transfer","No",33,"One year"
1,25.05,0,"Electronic check","DSL",2,"Month-to-month"
0,67.95,0,"Mailed check","DSL",70,"Two year"
0,65.25,0,"Bank transfer","DSL",22,"One year"
0,99.45,0,"Bank transfer","Fiber optic",59,"Month-to-month"
0,20.35,0,"Credit card","No",36,"One year"
0,19.95,0,"Mailed check","No",51,"Two year"
0,77.4,0,"Bank transfer","DSL",53,"One year"
0,19.7,0,"Bank transfer","No",20,"One year"
0,99.7,0,"Credit card","Fiber optic",63,"Two year"
0,74.8,0,"Credit card","Fiber optic",40,"Month-to-month"
0,19.15,0,"Mailed check","No",35,"One year"
0,78.95,0,"Bank transfer","Fiber optic",26,"One year"
1,95.55,1,"Electronic check","Fiber optic",27,"Month-to-month"
0,62.85,0,"Credit card","DSL",53,"One year"
0,71.55,1,"Credit card","Fiber optic",34,"Month-to-month"
0,94.95,1,"Electronic check","Fiber optic",19,"Month-to-month"
0,86.1,0,"Credit card","Fiber optic",43,"Month-to-month"
0,19.55,0,"Mailed check","No",6,"Month-to-month"
0,24.8,0,"Mailed check","No",56,"Two year"
1,39.3,0,"Electronic check","DSL",57,"Month-to-month"
0,84.05,0,"Mailed check","Fiber optic",34,"Month-to-month"
0,36.25,0,"Electronic check","DSL",10,"Month-to-month"
1,20.25,0,"Mailed check","No",1,"Month-to-month"
1,23.9,0,"Electronic check","DSL",13,"Month-to-month"
0,98.6,0,"Electronic check","Fiber optic",56,"Month-to-month"
0,103.65,0,"Credit card","Fiber optic",55,"Month-to-month"
0,92.9,0,"Credit card","DSL",36,"Two year"
0,19.9,0,"Bank transfer","No",47,"One year"
0,20.1,0,"Credit card","No",12,"Month-to-month"
1,85.45,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,80.5,1,"Electronic check","Fiber optic",24,"Month-to-month"
1,99.9,0,"Bank transfer","Fiber optic",63,"One year"
0,39.85,1,"Electronic check","DSL",35,"Month-to-month"
0,60.5,0,"Credit card","DSL",67,"One year"
1,84.8,0,"Electronic check","Fiber optic",25,"Month-to-month"
0,103.85,0,"Mailed check","Fiber optic",21,"Month-to-month"
0,67.8,0,"Bank transfer","DSL",13,"Month-to-month"
1,75.2,0,"Electronic check","Fiber optic",35,"Month-to-month"
0,24.85,1,"Bank transfer","No",71,"Two year"
0,19.35,0,"Credit card","No",29,"Month-to-month"
1,49.35,0,"Electronic check","DSL",71,"Two year"
0,89,1,"Electronic check","Fiber optic",7,"Month-to-month"
0,55,1,"Electronic check","DSL",57,"Month-to-month"
0,76.15,0,"Bank transfer","DSL",65,"Two year"
0,20.3,0,"Mailed check","No",27,"One year"
1,74.9,0,"Electronic check","Fiber optic",6,"Month-to-month"
0,117.35,1,"Credit card","Fiber optic",72,"Two year"
0,19.75,0,"Mailed check","No",1,"Month-to-month"
0,45.2,0,"Credit card","DSL",11,"Month-to-month"
0,25.2,0,"Mailed check","No",39,"Two year"
0,89.75,1,"Electronic check","Fiber optic",59,"Month-to-month"
0,75,0,"Bank transfer","DSL",26,"One year"
0,49.95,1,"Mailed check","DSL",2,"Month-to-month"
0,65.7,0,"Bank transfer","DSL",72,"Two year"
0,67.05,0,"Credit card","DSL",65,"One year"
0,110.9,0,"Credit card","Fiber optic",72,"Two year"
0,87.95,0,"Bank transfer","Fiber optic",6,"Month-to-month"
0,19.8,1,"Credit card","No",32,"One year"
0,75.7,0,"Bank transfer","DSL",50,"One year"
0,62.15,0,"Mailed check","DSL",61,"Two year"
1,101.25,0,"Electronic check","Fiber optic",15,"Month-to-month"
0,115.15,0,"Bank transfer","Fiber optic",72,"Two year"
1,18.95,0,"Mailed check","No",9,"Month-to-month"
0,19.5,0,"Mailed check","No",1,"Month-to-month"
0,86.55,0,"Electronic check","Fiber optic",12,"Month-to-month"
1,28.6,0,"Credit card","DSL",37,"Month-to-month"
0,20.4,0,"Mailed check","No",61,"One year"
0,19.8,0,"Bank transfer","No",18,"One year"
0,45.65,0,"Mailed check","DSL",21,"Month-to-month"
0,56.4,0,"Mailed check","DSL",68,"Two year"
0,73.3,1,"Credit card","Fiber optic",12,"Month-to-month"
1,24.35,1,"Electronic check","DSL",2,"Month-to-month"
0,101.35,0,"Electronic check","Fiber optic",62,"Month-to-month"
1,98.65,1,"Electronic check","Fiber optic",29,"Month-to-month"
0,33.6,0,"Mailed check","DSL",1,"Month-to-month"
1,79.9,1,"Bank transfer","Fiber optic",5,"Month-to-month"
0,20.7,0,"Electronic check","No",1,"Month-to-month"
0,104.05,0,"Electronic check","Fiber optic",62,"Two year"
0,20.25,0,"Bank transfer","No",36,"Two year"
1,103.3,1,"Electronic check","Fiber optic",28,"Month-to-month"
0,73.7,0,"Credit card","DSL",69,"One year"
1,96.2,0,"Credit card","Fiber optic",11,"Month-to-month"
0,108.75,0,"Electronic check","Fiber optic",63,"Month-to-month"
0,20.15,0,"Bank transfer","No",23,"One year"
0,19.75,0,"Credit card","No",10,"Month-to-month"
0,25.95,0,"Credit card","No",71,"Two year"
0,70.05,1,"Electronic check","DSL",45,"Month-to-month"
0,24.05,0,"Mailed check","No",70,"Two year"
0,84.75,0,"Electronic check","Fiber optic",22,"Month-to-month"
0,23.05,0,"Mailed check","No",52,"Two year"
1,104.15,0,"Electronic check","Fiber optic",55,"One year"
0,59.95,0,"Credit card","DSL",65,"Two year"
0,19.55,0,"Bank transfer","No",72,"Two year"
0,19.6,0,"Bank transfer","No",10,"One year"
0,20.05,0,"Mailed check","No",7,"One year"
0,85.55,1,"Electronic check","Fiber optic",5,"Month-to-month"
0,78.6,0,"Credit card","DSL",24,"Two year"
0,116.8,0,"Credit card","Fiber optic",72,"Two year"
0,43.55,0,"Mailed check","DSL",21,"Month-to-month"
0,60.8,0,"Credit card","DSL",69,"One year"
0,54.9,0,"Bank transfer","DSL",44,"Month-to-month"
0,65.2,1,"Electronic check","DSL",61,"One year"
1,102.95,1,"Credit card","Fiber optic",24,"Month-to-month"
1,90.6,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,50.8,0,"Bank transfer","DSL",6,"Month-to-month"
1,90.05,0,"Electronic check","Fiber optic",4,"Month-to-month"
0,108.2,0,"Electronic check","Fiber optic",72,"Two year"
0,92,0,"Bank transfer","DSL",72,"Two year"
0,75.1,1,"Electronic check","Fiber optic",14,"Month-to-month"
0,25.05,0,"Bank transfer","No",7,"Month-to-month"
0,75.15,0,"Electronic check","Fiber optic",48,"One year"
0,19.5,0,"Mailed check","No",55,"One year"
0,19.3,0,"Credit card","No",1,"Month-to-month"
0,112.2,0,"Credit card","Fiber optic",45,"One year"
0,70.3,0,"Mailed check","Fiber optic",3,"Month-to-month"
0,19.6,0,"Mailed check","No",71,"Two year"
0,20.25,0,"Mailed check","No",8,"Month-to-month"
1,75.85,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,80.65,0,"Bank transfer","DSL",69,"Two year"
1,68.5,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,115.75,1,"Credit card","Fiber optic",72,"Two year"
1,73.5,0,"Electronic check","Fiber optic",11,"Month-to-month"
0,80.6,0,"Bank transfer","DSL",71,"Two year"
1,69.95,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,59.55,0,"Bank transfer","DSL",33,"Two year"
0,19.05,0,"Mailed check","No",16,"One year"
0,95.65,1,"Electronic check","Fiber optic",56,"One year"
0,19.95,0,"Credit card","No",1,"Month-to-month"
1,70.05,0,"Electronic check","DSL",5,"Month-to-month"
0,19.4,0,"Mailed check","No",57,"One year"
0,36.1,0,"Credit card","DSL",56,"One year"
1,94,0,"Electronic check","Fiber optic",8,"Month-to-month"
1,61.15,0,"Mailed check","DSL",22,"Month-to-month"
0,19.75,0,"Mailed check","No",1,"Month-to-month"
0,64.1,0,"Credit card","DSL",40,"Month-to-month"
0,19.75,0,"Credit card","No",46,"Two year"
0,19.7,0,"Mailed check","No",63,"Two year"
0,110.2,0,"Electronic check","Fiber optic",68,"Two year"
0,106.35,0,"Credit card","Fiber optic",69,"Two year"
0,90.55,0,"Electronic check","Fiber optic",56,"Month-to-month"
0,65.9,0,"Mailed check","DSL",10,"One year"
0,104.5,0,"Credit card","Fiber optic",63,"One year"
0,52.5,0,"Mailed check","DSL",24,"Two year"
0,56.1,0,"Mailed check","DSL",19,"Month-to-month"
0,88.75,0,"Electronic check","Fiber optic",22,"Month-to-month"
1,84.45,0,"Electronic check","Fiber optic",29,"Month-to-month"
1,75.3,0,"Mailed check","DSL",13,"One year"
0,26,0,"Bank transfer","No",70,"Two year"
0,99.4,0,"Electronic check","Fiber optic",49,"Month-to-month"
1,109.55,1,"Mailed check","Fiber optic",43,"One year"
1,19.6,0,"Mailed check","No",3,"Month-to-month"
0,73.15,0,"Electronic check","DSL",42,"One year"
0,54.65,0,"Mailed check","DSL",57,"One year"
1,66.4,1,"Bank transfer","DSL",2,"Month-to-month"
0,115.55,0,"Credit card","Fiber optic",72,"Two year"
0,104.45,1,"Electronic check","Fiber optic",46,"Month-to-month"
1,100.05,1,"Credit card","Fiber optic",66,"Month-to-month"
1,102,0,"Electronic check","Fiber optic",62,"One year"
0,91.15,0,"Bank transfer","DSL",72,"Two year"
0,89.7,0,"Electronic check","Fiber optic",35,"One year"
1,90.2,0,"Credit card","Fiber optic",17,"Month-to-month"
0,92.4,0,"Electronic check","DSL",72,"Two year"
0,19.9,0,"Mailed check","No",28,"One year"
1,25.15,0,"Credit card","No",56,"Two year"
1,79.85,0,"Credit card","Fiber optic",31,"Month-to-month"
0,18.85,0,"Bank transfer","No",45,"One year"
0,25.75,0,"Mailed check","No",1,"Month-to-month"
1,49.6,0,"Mailed check","DSL",2,"Month-to-month"
0,20.95,0,"Mailed check","No",6,"Month-to-month"
0,97.05,0,"Electronic check","Fiber optic",48,"One year"
0,25.4,0,"Bank transfer","No",25,"Month-to-month"
0,19.7,0,"Bank transfer","No",64,"Two year"
0,35,0,"Mailed check","DSL",50,"Month-to-month"
0,101.25,0,"Bank transfer","Fiber optic",52,"One year"
0,70.2,1,"Electronic check","Fiber optic",4,"Month-to-month"
0,90.95,1,"Electronic check","Fiber optic",32,"Month-to-month"
0,73.85,0,"Credit card","DSL",45,"Two year"
0,88.05,0,"Electronic check","Fiber optic",9,"Month-to-month"
1,105.95,1,"Credit card","Fiber optic",66,"One year"
1,91.85,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,20.1,0,"Mailed check","No",54,"Two year"
1,40.1,0,"Electronic check","DSL",1,"Month-to-month"
0,110.3,0,"Bank transfer","Fiber optic",64,"Two year"
1,73.9,1,"Electronic check","Fiber optic",31,"Month-to-month"
1,89.8,0,"Mailed check","Fiber optic",14,"Month-to-month"
0,85.15,0,"Credit card","Fiber optic",12,"One year"
0,60.95,1,"Bank transfer","DSL",67,"One year"
1,72.25,0,"Electronic check","DSL",35,"Month-to-month"
0,73.55,0,"Mailed check","DSL",45,"Two year"
0,46,0,"Mailed check","DSL",10,"Month-to-month"
0,58.55,1,"Bank transfer","DSL",29,"Month-to-month"
0,24.6,0,"Bank transfer","No",24,"One year"
0,19.75,0,"Mailed check","No",66,"Two year"
0,86.35,0,"Mailed check","Fiber optic",51,"One year"
0,25.5,0,"Mailed check","No",45,"Two year"
0,19,0,"Credit card","No",49,"One year"
0,19.55,0,"Mailed check","No",29,"Two year"
0,110.1,0,"Credit card","Fiber optic",40,"Month-to-month"
1,96.55,1,"Electronic check","Fiber optic",37,"Month-to-month"
0,69.75,0,"Electronic check","Fiber optic",25,"Month-to-month"
0,50.6,0,"Electronic check","DSL",22,"Month-to-month"
0,65.6,0,"Bank transfer","DSL",72,"Two year"
1,40.1,0,"Credit card","DSL",7,"Month-to-month"
0,82.1,0,"Credit card","DSL",33,"Two year"
0,79.1,0,"Mailed check","Fiber optic",23,"Month-to-month"
1,101.25,1,"Electronic check","Fiber optic",24,"Month-to-month"
1,79.55,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,90.65,0,"Mailed check","DSL",69,"Two year"
0,20.55,0,"Credit card","No",3,"One year"
0,75.75,0,"Bank transfer","DSL",56,"One year"
0,110,0,"Credit card","Fiber optic",65,"One year"
0,20.85,0,"Electronic check","No",71,"One year"
0,80.35,1,"Bank transfer","Fiber optic",14,"Month-to-month"
0,70.15,0,"Electronic check","Fiber optic",2,"Month-to-month"
1,84.05,0,"Electronic check","Fiber optic",32,"One year"
0,67.45,0,"Electronic check","DSL",40,"Month-to-month"
0,20.75,0,"Credit card","No",1,"Month-to-month"
1,89.1,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,69.9,0,"Mailed check","Fiber optic",7,"Month-to-month"
0,51.1,0,"Electronic check","DSL",15,"Month-to-month"
1,94.4,0,"Electronic check","Fiber optic",17,"Month-to-month"
1,78.25,0,"Electronic check","Fiber optic",19,"Month-to-month"
0,25.55,0,"Bank transfer","No",71,"Two year"
0,60,0,"Bank transfer","DSL",54,"Two year"
0,90.55,0,"Credit card","Fiber optic",31,"Month-to-month"
0,76.4,0,"Electronic check","Fiber optic",11,"Month-to-month"
0,84.95,1,"Electronic check","Fiber optic",18,"Month-to-month"
0,110.1,1,"Bank transfer","Fiber optic",72,"Two year"
0,99.65,1,"Credit card","Fiber optic",71,"Month-to-month"
0,45.4,1,"Credit card","DSL",5,"Month-to-month"
0,69,0,"Credit card","DSL",38,"One year"
0,48.65,0,"Bank transfer","DSL",5,"Month-to-month"
1,44.15,1,"Electronic check","DSL",2,"Month-to-month"
0,59.85,1,"Bank transfer","DSL",52,"Two year"
1,75.75,1,"Electronic check","Fiber optic",8,"Month-to-month"
0,80.65,0,"Electronic check","DSL",68,"Two year"
0,20.55,0,"Credit card","No",69,"One year"
0,66.4,0,"Credit card","DSL",42,"Month-to-month"
0,100.2,0,"Mailed check","Fiber optic",50,"Two year"
1,19.1,0,"Mailed check","No",1,"Month-to-month"
1,80.3,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,44.55,0,"Credit card","DSL",33,"Month-to-month"
0,20.35,0,"Mailed check","No",7,"Month-to-month"
0,91.8,0,"Electronic check","Fiber optic",64,"Month-to-month"
1,74.9,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,20.2,0,"Bank transfer","No",59,"Two year"
0,50.35,0,"Electronic check","DSL",6,"Month-to-month"
0,18.8,0,"Mailed check","No",3,"Month-to-month"
0,20.45,0,"Credit card","No",15,"Month-to-month"
0,64.75,0,"Electronic check","DSL",13,"One year"
0,98.7,0,"Credit card","Fiber optic",23,"Month-to-month"
0,89.45,1,"Electronic check","Fiber optic",31,"Month-to-month"
0,58.75,0,"Electronic check","DSL",29,"One year"
0,20.7,0,"Credit card","No",49,"One year"
0,85.6,0,"Bank transfer","Fiber optic",56,"Month-to-month"
0,80.3,0,"Credit card","DSL",63,"Two year"
0,79.8,0,"Credit card","DSL",63,"Two year"
0,79.85,1,"Electronic check","Fiber optic",24,"Month-to-month"
0,54.1,1,"Credit card","DSL",36,"One year"
1,80.85,1,"Electronic check","Fiber optic",9,"Month-to-month"
1,24.75,0,"Electronic check","DSL",3,"Month-to-month"
0,80.9,0,"Mailed check","DSL",21,"One year"
0,24.5,0,"Bank transfer","No",13,"One year"
0,20.15,0,"Bank transfer","No",1,"Month-to-month"
0,20.05,0,"Mailed check","No",25,"One year"
0,19.6,0,"Bank transfer","No",71,"Two year"
0,114.3,0,"Bank transfer","Fiber optic",66,"One year"
0,100.3,0,"Electronic check","Fiber optic",45,"One year"
0,80,0,"Credit card","Fiber optic",22,"Month-to-month"
0,20.85,0,"Bank transfer","No",67,"One year"
0,89.95,0,"Bank transfer","Fiber optic",68,"Two year"
1,90.85,1,"Credit card","Fiber optic",49,"Month-to-month"
0,48.75,1,"Mailed check","DSL",4,"Month-to-month"
0,80,0,"Credit card","DSL",63,"One year"
1,79.7,0,"Bank transfer","Fiber optic",2,"Month-to-month"
0,20.35,0,"Mailed check","No",21,"One year"
1,57.55,0,"Bank transfer","DSL",55,"Two year"
0,20.25,0,"Mailed check","No",1,"Month-to-month"
0,19.4,0,"Mailed check","No",17,"Two year"
0,100.4,0,"Bank transfer","Fiber optic",30,"Month-to-month"
0,57.95,0,"Mailed check","DSL",22,"Month-to-month"
0,59.5,0,"Bank transfer","DSL",9,"Month-to-month"
0,19.2,0,"Mailed check","No",1,"Month-to-month"
1,86.5,0,"Electronic check","Fiber optic",21,"Month-to-month"
0,59.55,0,"Electronic check","DSL",19,"Month-to-month"
1,103.95,0,"Electronic check","Fiber optic",69,"Month-to-month"
1,25.1,1,"Electronic check","DSL",1,"Month-to-month"
0,103.95,0,"Bank transfer","Fiber optic",72,"Two year"
0,68.95,0,"Credit card","DSL",70,"Two year"
0,103.1,0,"Bank transfer","Fiber optic",66,"Month-to-month"
0,24.7,0,"Electronic check","DSL",7,"Month-to-month"
0,110.2,1,"Electronic check","Fiber optic",46,"Month-to-month"
1,48.95,0,"Credit card","DSL",39,"Month-to-month"
0,62.45,0,"Bank transfer","DSL",32,"Month-to-month"
0,89.55,0,"Electronic check","Fiber optic",24,"Month-to-month"
1,83.55,0,"Credit card","Fiber optic",6,"Month-to-month"
0,78.9,0,"Credit card","DSL",37,"Month-to-month"
0,20.35,0,"Mailed check","No",8,"Month-to-month"
0,71.45,0,"Bank transfer","DSL",72,"Two year"
0,46.35,1,"Credit card","DSL",71,"Two year"
0,94.65,0,"Bank transfer","Fiber optic",16,"Month-to-month"
0,49.9,0,"Bank transfer","DSL",57,"Month-to-month"
0,25.45,0,"Bank transfer","No",66,"One year"
1,89.15,1,"Electronic check","Fiber optic",17,"Month-to-month"
0,20.75,0,"Mailed check","No",21,"Month-to-month"
0,66.1,0,"Credit card","DSL",66,"Two year"
0,75.4,0,"Bank transfer","DSL",17,"Month-to-month"
1,70.45,0,"Mailed check","Fiber optic",1,"Month-to-month"
1,60.3,0,"Credit card","DSL",58,"One year"
0,21.05,0,"Credit card","No",8,"Month-to-month"
0,69.35,0,"Credit card","DSL",27,"One year"
0,88.85,0,"Mailed check","Fiber optic",34,"Month-to-month"
0,97,0,"Bank transfer","Fiber optic",30,"One year"
0,66.4,0,"Credit card","DSL",33,"Month-to-month"
1,24.75,0,"Electronic check","DSL",1,"Month-to-month"
0,69.2,0,"Mailed check","DSL",14,"Month-to-month"
0,79.5,0,"Credit card","Fiber optic",16,"One year"
0,100.65,0,"Credit card","Fiber optic",49,"Two year"
1,103.3,0,"Electronic check","Fiber optic",19,"Month-to-month"
0,79.7,0,"Bank transfer","DSL",70,"Two year"
0,61.4,0,"Bank transfer","DSL",32,"Month-to-month"
0,69.8,0,"Electronic check","Fiber optic",18,"Month-to-month"
0,40.55,0,"Mailed check","DSL",37,"Two year"
0,75.65,0,"Electronic check","Fiber optic",4,"Month-to-month"
0,90.7,0,"Electronic check","Fiber optic",16,"Month-to-month"
0,80.5,0,"Bank transfer","Fiber optic",17,"Month-to-month"
0,60.6,0,"Electronic check","DSL",19,"Month-to-month"
0,101.15,0,"Credit card","Fiber optic",60,"Two year"
0,24.95,0,"Mailed check","No",51,"Two year"
0,20.3,0,"Credit card","No",28,"Two year"
0,60,0,"Electronic check","DSL",43,"Two year"
0,20.25,0,"Electronic check","No",42,"Two year"
1,78.5,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,44.75,0,"Mailed check","DSL",1,"Month-to-month"
1,19.85,0,"Mailed check","No",3,"Month-to-month"
0,98,0,"Credit card","Fiber optic",63,"Two year"
1,79.9,1,"Electronic check","Fiber optic",3,"Month-to-month"
0,107.7,0,"Electronic check","Fiber optic",68,"Month-to-month"
1,99.7,1,"Electronic check","Fiber optic",30,"Month-to-month"
0,104.7,0,"Electronic check","Fiber optic",60,"Two year"
1,58.6,0,"Credit card","DSL",15,"Month-to-month"
0,93.9,1,"Bank transfer","Fiber optic",45,"Month-to-month"
0,86.45,0,"Credit card","DSL",70,"Two year"
1,98.5,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,19.4,0,"Mailed check","No",4,"Month-to-month"
1,50.45,0,"Mailed check","DSL",1,"Month-to-month"
0,24.95,0,"Credit card","No",68,"Two year"
0,75,0,"Bank transfer","Fiber optic",22,"Month-to-month"
1,94.65,0,"Electronic check","Fiber optic",38,"Month-to-month"
1,100.25,0,"Credit card","Fiber optic",1,"Month-to-month"
0,78.2,0,"Electronic check","Fiber optic",18,"Month-to-month"
0,94.2,0,"Electronic check","Fiber optic",29,"Month-to-month"
1,88.45,0,"Electronic check","Fiber optic",16,"Month-to-month"
1,69.85,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,81.7,0,"Bank transfer","Fiber optic",12,"Month-to-month"
0,50.05,0,"Electronic check","DSL",31,"One year"
1,79.9,0,"Electronic check","Fiber optic",4,"Month-to-month"
0,69.55,0,"Mailed check","DSL",48,"One year"
1,25.4,0,"Credit card","No",15,"Month-to-month"
0,90.1,0,"Credit card","Fiber optic",50,"One year"
0,44.65,0,"Bank transfer","DSL",7,"Month-to-month"
1,83.75,1,"Bank transfer","Fiber optic",41,"Month-to-month"
