"not.fully.paid","installment","log.annual.inc","fico","revol.bal","inq.last.6mths","pub.rec"
0,803.2,4.74083218605647,727,21.216,0,0
0,164.02,4.85135033401733,727,1.893,0,0
0,133.2,4.30111684607593,692,3.156,0,0
0,249.72,4.85942653066109,672,4.908,0,0
1,44.57,4.41497334927213,702,20.493,0,0
0,836.03,5.04920251389383,697,53.723,2,0
0,158.06,4.25527250515616,752,2.494,1,0
0,257.05,4.79518458778998,662,7.461,0,0
0,104.96,4.60205998998335,687,7.285,2,1
1,538.14,4.77815124986065,717,15.949,1,0
0,144.8,4.88081359259849,667,15.578,0,0
0,682.74,4.92939848978226,712,27.564,0,0
0,499.5,4.50514997754605,752,0.071,2,0
0,434.8,4.84509803956628,702,17.304,2,0
1,60.93,4.17609125901905,692,4.197,0,0
0,328.04,4.55630250187984,747,0.172,0,0
0,67.94,4.99998262606218,687,44.489,1,0
0,381.26,4.84509803956628,747,15.836,2,0
0,158.06,4.60205998998335,802,0,1,0
0,323.1,4.58433122498605,717,6.095,1,0
0,171.53,4.91379266478612,667,4.232,1,0
0,795.22,4.80156833883776,752,11.046,0,0
0,210.95,4.81291335713023,662,4.543,2,2
0,574.63,4.68124123742335,682,21.107,1,0
0,492.06,4.84509803956628,802,1.248,2,0
0,316.11,4.81291335713023,787,1.034,0,0
0,279.89,4.66275783364839,692,4.504,0,0
0,197.82,4.60205998998335,712,15.955,1,0
1,659.37,4.80617997296685,737,27.095,2,0
0,666,4.86628734116841,727,33.98,0,0
0,200.8,4.71600334469293,692,4.742,0,0
1,211.98,4.96213246787903,782,0,0,0
0,286.78,4.85973856690339,667,19.892,1,1
0,317.72,4.83884908918274,742,3.613,0,0
1,158.86,4.39794000699986,742,9.268,1,0
0,201.8,4.6720978576351,692,3.343,1,0
0,807.53,5.16016829352014,747,39.716,1,0
1,285.95,4.62469453241941,737,13.421,0,0
0,246.03,4.75587485705499,732,4.451,1,1
0,151.73,4.43200668720146,752,0.974,1,0
0,368.13,4.90579587888838,707,21.742,1,0
0,352.64,4.44715803170818,727,8.85,1,0
0,845.02,4.71600334469293,752,2.951,0,0
0,53.82,4.40140053926172,677,10.591,0,0
0,504.5,4.60205998998335,707,17.328,0,0
0,134.54,4.81291335713023,692,13.154,1,0
0,145.79,4.68124123742335,742,3.85,2,0
1,338.01,4.85733249730064,737,3.714,0,0
0,324.49,4.7958800192009,697,5.954,3,0
0,713.49,5.01283722591608,707,54.633,0,0
0,457.05,4.54378255632486,662,18.554,1,0
0,62.12,4.41497334927213,767,1.883,2,0
1,645.26,4.87448181791431,672,12.798,1,0
0,249.75,5.89209460326993,707,6.332,0,1
0,363.7,4.95133751829144,702,3.327,2,0
0,828.35,4.69897000242066,757,6.606,0,0
0,222.41,4.55630250187984,752,0,0,0
0,164.85,4.77317917736924,717,0,0,0
0,866.13,4.72427586850017,707,9.784,0,0
0,97.49,4.74818802712898,682,21.076,2,0
0,403.6,4.7613263211673,697,14.722,1,0
0,433.01,4.81954393510386,737,26.85,1,0
1,84.93,4.55630250187984,672,2.61,1,0
0,806.19,4.80617997296685,702,30.803,1,0
0,629.75,4.81291335713023,732,13.381,1,0
0,164.02,4.69897000242066,737,11.919,1,0
0,559.78,4.59106460914942,707,19.418,0,0
0,79.92,4.65321251431715,697,0.563,1,0
0,568.03,4.99122607671191,662,31.961,1,0
0,537.43,4.83884908918274,702,4.326,0,0
1,391.49,4.47712125443985,677,11.386,0,0
0,162.01,4.89209460457023,742,13.93,0,0
0,408.29,4.44715803170818,707,12.558,2,0
0,403.6,4.69897000242066,692,0.684,0,1
0,298.21,4.55630250187984,727,3.973,1,0
1,317.72,4.9385547464019,737,39.299,0,0
0,161.36,4.44466922900663,702,3.029,1,0
0,190.63,4.90308998540416,722,4.893,0,1
0,138.47,4.85125835044607,717,11.974,1,0
0,346.32,4.76342799376768,712,7.267,1,0
0,316.11,5.3010299976052,797,3.313,0,0
0,99.41,4.75127910507509,697,3.066,1,1
0,98.91,5.55630250057955,702,1.95,1,0
0,476.58,5.11700599723741,807,8.467,0,0
0,201.8,4.56110138207481,682,3.867,2,0
0,164.02,4.54406804414548,722,6.896,0,0
0,737.36,4.97772360503579,692,31.904,0,0
0,430.24,4.79934055146277,727,13.046,0,0
0,317.72,4.68124123742335,767,1.775,0,0
0,43.71,4.60205998998335,732,15.774,2,0
0,99.41,4.52633927914817,697,1.125,2,0
1,171.53,4.60205998998335,672,36.934,2,0
0,316.11,4.39794000699986,757,4.355,0,0
0,155.3,4.17609125901905,802,0.811,0,0
1,132.54,4.47712125443985,717,3.866,0,0
0,207.87,4.69897000242066,752,1.749,0,0
0,840.15,4.85694024686753,702,34.665,0,0
1,849.22,4.93701610619669,722,5.482,0,0
0,158.06,4.50514997754605,732,3.192,2,0
1,235.44,4.77815124986065,722,0.256,0,0
0,66.27,4.57978359717769,702,0.768,0,0
0,189.67,4.7450747914784,732,9.377,0,0
0,158.06,4.30102999586544,742,5.276,0,0
1,328.04,4.47712125443985,732,15.95,3,0
0,443.78,4.82607480340738,687,19.335,0,0
0,669.33,4.79518458778998,782,9.231,0,0
1,828.35,5.37254380202486,802,2.069,1,0
0,108.7,4.38021124200255,682,8.794,1,0
0,171.71,4.60205998998335,757,3.467,1,0
0,444.81,4.69019608129111,762,11.984,1,0
0,317.72,4.57978359717769,742,16.205,1,0
0,860.91,5.10037054688357,682,46.226,1,0
0,328.04,4.87506126229795,762,1.312,0,0
0,202.81,4.61278385859309,702,5.285,1,1
0,594.45,4.76417613115693,692,5.799,0,0
1,98.91,4.95424250973794,707,7.562,2,0
0,274.12,4.74818802712898,687,11.508,0,0
0,482.66,5.68124123612305,692,19.868,2,0
0,395.63,4.95424250973794,732,20.739,0,0
1,83.67,4.18639121582506,697,1.163,1,0
1,206.86,4.72721842641936,667,22.978,1,0
0,238.29,4.69897000242066,747,7.356,0,0
1,395.63,4.51863236744533,727,11.82,1,0
0,197.82,4.78089310727092,707,50.935,0,0
0,500.09,4.74818802712898,667,17.783,1,0
0,450.02,4.60205998998335,672,15.864,1,0
0,489.15,4.55630250187984,692,19.897,2,0
1,852.57,5.01703334011373,682,0.172,2,0
0,50.45,4.54900326240716,702,0.705,1,0
0,136.66,4.92941892768058,782,3.779,0,0
1,870.39,5.09691001462171,777,0.431,0,0
0,177.02,4.74818802712898,742,7.556,0,0
0,559.78,5.23350375917298,682,101.022,1,0
0,202.93,4.93472059059725,752,17.524,0,0
0,189.67,4.61278385859309,747,5.672,2,0
0,481.92,4.78532983364037,742,0.4,3,0
0,174.83,4.47712125443985,762,1.251,1,0
0,360.22,4.69897000242066,677,7.156,2,0
0,499.5,4.79239168774925,727,0.126,2,0
0,509.53,4.87506126229795,702,6.424,1,0
0,203.82,4.57978359717769,697,1.629,0,0
0,560.47,4.5295843318599,742,15.762,0,0
0,251.79,5.85733249600035,792,0.865,2,0
0,241.95,4.68124123742335,787,3.415,2,0
0,494.53,4.6720978576351,742,13.43,2,0
0,190.55,4.71600334469293,662,10.655,2,0
0,745.01,4.81291335713023,662,4.569,0,0
0,262.4,5.07918124528145,702,38.447,2,0
0,207.87,4.55630250187984,687,2.439,3,0
1,158.86,4.94448267064736,727,20.017,0,0
0,133.2,4.77815124986065,692,17.883,1,0
1,136.55,4.45939248944254,677,3.323,0,0
0,166.3,4.74036268766386,677,0,0,0
0,222.41,4.82607480340738,752,5.767,0,0
0,317.72,4.41161970556815,797,0,0,0
0,222.41,5.17430699358341,727,1.33,0,0
0,259.84,4.69019608129111,662,9.805,2,0
0,279.72,4.54406804414548,702,17.411,1,0
0,282.52,4.95424250973794,687,30.402,3,0
0,441.78,4.54406804414548,727,22.375,2,0
0,457.51,4.86332286006377,747,68.214,2,0
0,669.33,4.70757017535683,717,7.031,1,0
0,461.56,4.74036268766386,732,9.646,1,0
0,218.62,4.67024585224647,692,6.112,0,0
1,836.66,5.06818586010457,732,28.821,0,0
0,839.67,5.17609125771875,682,55.821,0,0
0,391.85,5.371067860914,677,21.854,2,0
0,104.96,4.47712125443985,667,2.654,2,0
0,647.87,4.47712125443985,792,5.162,1,0
0,114.06,4.88693308413992,712,63.543,0,0
0,317.72,4.55630250187984,747,8.897,1,0
0,200.8,4.68058930494773,687,10.115,0,0
0,811.56,5.07305816212465,737,1.823,0,0
0,186.83,4.5657208161328,807,32.062,0,0
0,263.75,4.61489721805798,722,3.316,1,0
1,517.28,4.48572142737602,672,2.057,0,0
0,46.83,4.30102999586544,807,1.721,0,0
0,274.45,4.57403126687715,687,4.986,3,0
0,149.85,5.04139268308466,792,0.691,0,0
0,492.06,5.00646604335061,807,0,2,0
0,334.67,4.83569056964654,702,13.827,1,0
0,870.39,5.04139268308466,757,11.437,3,0
1,293.89,4.38021124200255,737,6.738,0,0
0,709.82,4.84648556266357,712,19.995,2,0
0,360.84,4.94448267064736,762,4.397,0,0
0,99.41,4.71163853748968,692,5.492,2,0
0,262.43,5.24303804742439,722,38.107,0,0
0,124.88,4.84509803956628,797,0.825,0,0
1,344.76,4.77815124986065,742,41.063,4,0
0,82.34,4.57749179913902,667,8.138,0,0
0,168.17,4.63548374497689,682,17.123,3,0
0,261.12,4.51851393968306,747,23.875,5,0
1,49.46,4.03342375543817,797,2.763,5,0
0,49.95,4.60205998998335,692,6.834,2,0
0,347.72,4.43136376199339,767,5.401,1,0
0,55.17,3.77815125029236,677,0.369,1,0
0,33.64,4.4776276374628,692,18.154,0,0
1,184.49,4.54406804414548,667,4.198,0,0
0,824.22,4.81954393510386,782,3.577,2,0
0,221.28,4.69897000242066,742,6.881,0,0
0,67.94,4.55630250187984,667,1.79,0,0
0,514.59,4.73239376175714,697,1.366,1,0
0,156.1,4.69897000242066,772,0.928,2,0
0,424.61,4.61278385859309,687,8.18,2,0
0,95.79,4.90308998540416,772,5.378,0,0
0,112.39,5.04139268308466,742,15.695,0,0
0,807.53,4.84509803956628,787,1.026,0,0
0,571.89,5.07918124528145,797,21.807,0,0
0,556.1,4.6402826295148,667,12.39,1,0
0,204.83,4.95314090006987,697,9.572,1,0
0,173.86,4.51054500943339,772,14.163,5,0
0,239.76,5.04532297865877,707,37.591,0,0
0,156.1,4.87506126229795,792,0,0,0
0,382.97,4.69897000242066,662,27.297,0,0
0,247.31,4.49415459236918,662,0,0,0
0,339.69,5.04139268308466,687,1.584,1,0
0,679.37,4.91381385401389,702,24.387,0,0
0,870.39,5.09313313357333,707,40.413,0,0
1,348.16,4.60205998998335,672,0.98,3,0
0,338.01,4.77815124986065,692,11.188,2,0
0,88.76,5.16435285548457,682,27.433,1,0
0,470.87,4.76342799376768,707,8.752,0,0
0,317.72,4.79934055146277,737,10.326,1,0
0,348.2,4.77815124986065,682,18.393,2,0
1,347.72,4.32221929486179,752,4.372,1,0
0,379.23,4.65321251431715,672,9.311,0,0
0,593.44,4.92941892768058,737,3.519,0,0
0,93.66,4.92939848978226,762,0.265,1,0
0,596.41,4.60205998998335,737,7.658,0,0
0,265.08,4.74036268766386,712,21.47,0,0
1,519.68,4.94841296622147,707,13.724,0,0
0,299.94,4.45209324996985,687,3.43,1,0
0,155.3,4.85733249730064,782,1.751,0,0
0,156.1,4.82651807475622,777,4.814,0,0
0,623.27,4.73708127147517,777,33.809,1,0
0,447.01,4.87506126229795,672,3.672,0,0
0,258.28,4.77815124986065,667,13.859,0,0
0,68.96,4.38021124200255,692,0.261,0,0
0,234.27,4.98227123284415,692,52.264,1,0
0,706.59,4.95424250973794,677,14.218,0,0
0,124.88,4.65321251431715,757,3.417,1,0
0,499.5,5.03582982678069,727,24.573,1,0
0,74.92,4.53857373253959,687,8.903,1,0
0,316.11,4.94694327026526,762,75.336,0,0
0,218.54,4.90101126526714,797,0,0,0
0,861.88,5.04921802254978,712,65.844,1,0
0,202.31,4.7867060042799,747,5.418,1,0
0,131.22,4.25527250515616,742,2.135,1,0
0,460.69,4.99999999784146,762,7.563,0,0
0,210.21,4.43633760206334,692,9.166,2,0
0,494.53,5.27875360045659,767,0.544,2,0
0,248.51,4.47712125443985,712,10.131,0,0
0,114.38,4.54406804414548,722,8.151,1,0
0,160.64,4.1283992686843,717,1.554,2,0
0,500.26,5.03742649741457,752,4.963,1,0
0,113.8,4.77815124986065,742,3.88,4,0
0,131.22,4.64345267522656,717,13.694,0,0
0,381.26,4.47712125443985,802,2.316,0,0
1,510.8,4.98677173535827,662,31.485,0,0
0,459.25,4.63245729004969,747,14.447,0,0
0,499.5,4.87506126229795,712,15.191,1,0
1,437.24,4.38021124200255,702,9.424,0,0
0,720.43,4.78532983364037,692,18.02,0,0
1,626.08,4.71600334469293,687,13.882,0,0
0,393.65,4.71391035363924,737,9.2,1,0
0,94.18,5.00364575669986,777,2.817,0,0
0,538.77,4.74036268766386,677,34.715,1,0
0,51.46,4.69897000242066,667,26.669,0,0
0,691.17,4.8667597840776,707,12.56,0,0
0,655.03,4.94546858426545,792,14.653,3,0
0,389.94,4.71011736460853,722,4.138,0,0
0,395.63,5.3010299976052,737,2.874,1,0
0,308.19,4.85125835044607,762,6.953,4,0
0,476.58,5.00432137559652,772,13.648,1,0
0,52.75,4.83250891090033,702,2.822,0,0
0,156.1,5.3010299976052,762,17.604,2,0
0,292.3,4.83250891090033,752,38.581,1,0
0,659.37,4.84509803956628,752,5.303,1,0
0,519.68,4.82607480340738,687,13.217,0,0
0,198.81,4.77085201038796,702,7.278,0,0
1,421.89,4.73239376175714,702,5.418,3,0
0,110.64,4.54406804414548,722,3.159,0,0
1,197.82,4.54381980576257,742,1.926,4,0
0,413.03,4.71707106201963,747,14.385,1,0
0,68.28,4.70115335278425,757,2.138,0,0
0,792.47,4.81157500485418,662,11.328,2,0
0,645.26,4.92941892768058,667,11.369,1,0
0,136.55,4.38994251320211,682,2.791,1,0
0,198.81,4.70329138017572,702,16.721,3,0
0,428.59,4.87506126229795,722,14.132,3,0
0,473.21,4.68394713090757,717,1.937,1,0
0,647.9,4.74818802712898,707,27.298,2,0
0,836.68,5.07918124528145,702,68.903,0,0
0,170.69,4.47712125443985,672,7.768,1,0
0,95.32,4.50514997754605,732,11.247,1,0
0,336.34,4.91381385401389,697,33.896,3,0
0,288.74,4.30102999586544,692,4.455,3,0
0,384.85,4.52633927914817,682,10.908,1,0
0,166.5,4.60205998998335,697,4.388,0,0
0,299.7,4.69897000242066,707,4.711,3,0
1,477.92,4.73239376175714,682,18.27,0,0
0,400.76,4.62324929158548,702,19.721,1,0
1,501.16,4.47712125443985,712,6.327,1,0
0,229.85,4.88751602893709,707,10.73,0,0
1,844.28,5.13353890632113,682,6.548,0,0
0,596.41,4.85624540175416,722,9.918,1,0
0,455.19,4.83250891090033,802,2.889,1,0
1,273.1,4.47712125443985,697,1.923,1,0
0,828.35,5.54157924448658,812,129.224,0,0
0,379.23,4.74036268766386,692,10.112,1,1
0,324.63,4.84509803956628,707,24.427,0,0
0,399.6,4.84509803956628,712,14.61,0,0
0,267.74,4.64345267522656,697,6.508,1,0
0,115.97,4.63346845354896,707,3.564,1,0
0,296.72,5.04139268308466,712,38.771,1,0
0,122.46,4.07918124614745,662,2.383,0,0
0,209.95,4.32469391393986,722,2.639,1,0
0,56.9,4.38021124200255,722,1.62,0,0
0,158.97,4.11380970276459,697,4.996,3,0
0,150.21,4.30241751896273,677,9.39,0,0
0,716.88,4.92941892768058,702,26.09,2,0
0,528.34,4.77085201038796,677,22.24,0,0
0,187.32,4.47712125443985,767,7.552,2,0
1,681.89,5.09691001462171,692,8.641,0,0
0,563.28,4.74036268766386,737,3.644,1,0
0,180.11,4.65321251431715,667,3.062,0,0
0,106.56,4.62324929158548,697,0.973,3,0
0,289.6,4.7450747914784,667,22.851,1,0
0,59.94,4.76342799376768,697,8.652,1,1
0,101.89,4.39794000699986,697,18.988,2,0
0,716.95,5.04921802254978,667,20.755,2,0
0,278.53,4.61278385859309,662,7.979,0,0
0,83.67,4.23934953922037,692,1.245,0,0
0,692.9,4.73239376175714,682,25.216,1,0
0,499.5,5.24427711998187,717,19.315,2,0
0,87.02,4.61057499777163,687,9.847,1,0
0,158.86,4.2253092815559,732,6.109,1,0
1,275.81,5.0606978415065,677,2.884,2,0
0,307.24,4.92941892768058,677,0.04,2,0
1,90.75,4.69897000242066,727,0,3,0
0,497.01,4.94448267064736,732,32.725,2,0
0,336.34,4.79518458778998,712,5.338,1,0
1,280.97,4.74059162165705,777,8.805,3,0
1,147.62,4.50514997754605,727,10.491,3,0
0,329.69,4.5138512629235,782,0,0,0
0,57.19,4.86923171878148,717,34.751,1,0
0,316.5,4.76586964077439,717,4.431,2,0
0,381.26,4.50514997754605,757,16.588,1,0
0,444.81,4.88649072480949,752,1.842,0,0
0,245.44,4.68124123742335,732,15.355,2,0
0,415.74,4.60255914200319,687,3.147,0,0
1,918.02,5.17026171420228,662,46.031,1,0
1,515.27,4.77815124986065,672,7.237,1,0
0,703.15,4.58994960149659,757,2.12,3,0
1,509.53,4.90848501729149,752,0.981,7,0
0,240.24,4.87506126229795,757,12.952,0,0
0,329.34,4.69897000242066,682,4.301,0,0
0,139.95,4.74036268766386,697,0.405,1,0
0,642.22,4.98227123284415,712,19.304,2,0
0,227.41,4.30102999586544,727,0.024,0,0
0,209.92,4.55528796391245,682,5.019,1,0
0,395.63,4.47712125443985,732,8.526,2,0
0,85.35,4.62324929158548,667,20.323,3,0
0,494.53,4.65896484461768,737,13.819,0,0
0,530.15,5.30963016619843,727,41.977,1,0
0,206.05,6.13417710944788,782,0.02,2,0
0,543.5,4.77815124986065,697,24.089,0,0
0,803.2,4.77815124986065,732,26.715,1,0
0,710.03,5.07918124528145,692,16.725,1,0
0,68.89,4.15836249228456,712,2.256,0,0
0,249.75,4.44715803170818,772,7.943,0,0
0,840.83,5.95424250843765,747,30.706,1,0
0,327.72,4.86332286006377,682,0.618,0,0
0,157.39,4.28330122869666,717,11.023,0,0
0,253.51,4.86332286006377,682,21.075,2,0
0,452.6,4.52891669963876,712,1.867,1,0
0,92.7,4.60205998998335,772,1.326,0,0
0,196.83,4.68124123742335,722,3.688,0,0
0,397.61,4.60205998998335,722,7.383,0,0
1,285.34,4.69897000242066,682,3.743,2,0
0,242.52,4.62324929158548,667,1.747,0,0
0,283.93,4.69897000242066,707,3.972,3,0
0,522.23,5.04921802254978,672,37.859,1,0
0,187.76,4.90395771012194,677,62.68,1,0
1,219.71,4.60205998998335,757,6.77,6,0
0,77.65,4.69548167531195,797,1.844,0,0
0,34.31,4.65321251431715,662,7.153,0,0
0,556.44,4.68124123742335,717,5.481,0,0
0,866.13,4.85326004845672,702,8.414,1,0
0,198.81,4.65321251431715,702,13.029,0,0
0,507.01,4.50839503460072,707,14.489,0,0
0,201.8,4.76342799376768,687,6.184,1,0
0,190.63,4.47712125443985,757,0.144,0,0
0,174.75,4.90308998540416,742,7.057,4,0
0,414.18,4.74036268766386,737,2.054,0,0
0,407.63,5.04139268308466,677,7.259,0,1
0,70.28,4.83250891090033,682,11.023,3,1
1,167.34,4.21272015462713,722,1.231,3,0
0,551.14,4.96378782906919,662,22.689,0,0
0,203.82,4.53147891547953,682,5.95,0,0
0,279.89,4.39794000699986,672,6.706,1,0
0,699.73,4.71600334469293,797,0.039,1,0
0,135.21,4.24303804872468,677,9.874,1,0
0,298.21,4.85733249730064,737,12.893,1,0
0,165.49,4.74818802712898,662,5.993,0,1
0,269.82,5.10720996838765,712,39.121,3,0
0,828.35,4.99122607671191,767,3.142,3,0
1,249.75,4.56014583866984,707,6.528,1,0
0,108.77,4.44715803170818,687,6.211,2,0
0,304.96,4.44715803170818,717,16.683,0,0
0,121.08,4.88079073567991,692,12.135,3,0
0,827.33,5.13033376961524,672,62.553,2,0
0,217.42,4.60448525540221,772,14.014,2,0
0,381.26,4.92634244637201,792,1.94,1,0
0,69.98,4.54157924578687,702,0.239,0,0
0,190.14,4.57287160072274,747,0.543,6,0
0,713.49,5.09691001462171,667,32.12,1,0
0,577.46,5.0606978415065,747,6.341,0,0
0,207.87,4.69897000242066,702,14.306,0,0
0,84.51,4.81291335713023,677,20.241,1,0
0,397.61,5.08990510954824,722,46.336,2,0
0,152.51,4.93951925364498,732,27.901,1,0
0,377.25,5.16136800162579,757,11.484,0,0
0,173.23,4.61573968855165,667,5.116,2,0
0,316.11,4.87852179455982,752,22.078,2,0
0,333,4.53147891547953,712,19.034,1,0
1,165.67,4.9489017603179,702,8.95,2,0
0,413.03,4.95424250973794,747,13.298,2,0
0,50.05,4.65896484461768,717,10.684,0,0
0,253.51,4.70469090282954,682,7.321,2,0
0,457.51,4.57978359717769,747,15.373,0,0
0,379.33,4.7958800192009,777,22.054,2,0
0,313.95,4.87506126229795,727,12.829,0,0
0,611.44,4.64345267522656,692,5.494,0,0
0,603.53,4.98786067231336,672,56.896,2,1
0,40.97,4.44090908132464,672,9.228,0,0
0,202.93,4.82607480340738,772,2.93,0,0
0,381.26,4.97772360503579,762,10.221,0,0
0,563.28,4.66889260801264,722,14.907,0,0
0,109.27,4.63099707039907,747,1.982,1,0
0,136.55,4.34242268067435,667,12.925,0,0
0,101.91,4.44090908132464,672,2.229,2,0
0,156.1,4.90308998540416,797,0.429,0,0
0,662.68,4.74036268766386,742,20.357,0,0
0,397.15,4.49136169232845,762,16.495,1,0
0,81.13,4.67808113271228,682,19.888,1,0
0,400.38,4.53781909376194,667,11.438,3,0
0,366.3,4.61278385859309,707,11.129,1,0
0,333,4.83250891090033,712,35.121,3,0
0,401.6,4.71180723049528,742,9.087,0,0
0,316.42,4.94504984621189,697,5.273,0,1
0,131.2,4.32221929486179,697,13.881,0,0
0,215.26,4.47712125443985,692,6.978,1,0
0,186.36,4.54890903353342,782,2.772,0,0
0,173.23,5.06557971537696,677,32.549,0,0
0,196.83,5.95424250843765,722,6.53,2,0
0,117.72,4.86923171878148,697,30.703,2,0
0,32.97,4.55630250187984,742,2.287,0,0
0,676.02,4.78532983364037,712,1.284,3,1
0,216.54,4.47187819956351,662,18.27,0,0
0,174.03,4.41497334927213,692,7.839,2,0
0,703.15,5.20411998082495,717,57.602,0,0
1,330.75,4.55630250187984,667,7.306,2,0
0,124.24,4.69897000242066,787,4.071,0,0
0,333,4.79239168774925,717,6.238,0,0
0,582.75,4.68124123742335,717,31.376,1,0
0,155.14,4.69897000242066,737,7.114,2,0
0,836.51,5.13033376961524,687,17.606,3,0
1,259.37,4.37781602976184,757,1.709,3,0
0,870.39,5.15228834586687,747,7.424,0,0
1,269.07,4.92427928700628,727,0.685,0,0
0,190.63,4.62324929158548,727,8.706,2,1
0,77.65,4.72427586850017,767,23.331,1,0
0,662.68,4.67643752787374,812,0.879,0,0
0,37.28,4.77815124986065,762,37.459,2,0
0,94.84,4.58546072938869,727,2.61,1,0
0,316.11,4.55630250187984,767,9.389,0,0
0,187.32,4.63346845354896,762,11.413,1,0
0,266.4,4.13033376830977,747,0.707,0,0
1,168.17,4.72263392266655,682,1.465,1,0
0,392.58,4.81291335713023,682,10.104,1,0
0,281.12,5.14612803498708,697,7.479,2,0
0,312.81,4.71600334469293,762,7.386,0,0
0,235.44,5.00860017077763,687,22.845,3,0
0,403.6,4.70243053468252,697,19.137,0,0
0,110.33,4.88649072480949,662,5.843,1,0
0,274.83,4.47712125443985,767,3.59,0,0
0,692.34,4.76015096395325,757,4.8,0,0
0,324.07,4.92941892768058,757,6.473,3,0
0,411.67,4.77815124986065,702,26.331,0,0
0,328.04,4.69827457535268,722,6.648,0,0
1,852.57,5.07918124528145,757,12.067,0,0
1,215.26,4.84987987804578,687,12.267,3,1
0,828.35,4.87506126229795,807,0,3,0
0,360.84,5.01016421721003,757,14.617,0,0
0,333,4.68124123742335,707,3.486,2,0
1,703.15,4.71600334469293,682,1.742,0,0
0,65.94,4.69897000242066,712,4.005,1,0
0,509.53,4.6483600117825,717,6.588,1,0
0,393.65,4.60205998998335,752,12.746,2,0
0,333,4.60205998998335,707,10.006,0,0
0,203.34,4.65896484461768,782,0,3,0
0,532.8,4.64345267522656,717,17.07,0,0
0,338.01,5.04139268308466,687,12.919,1,0
1,146.23,4.47712125443985,667,5.256,0,0
0,205.47,4.50514997754605,732,2.4,3,1
0,198.81,4.75600009889768,722,9.107,0,0
0,292.4,4.81954393510386,747,17.411,3,0
0,137.91,4.59106460914942,722,1.942,0,0
0,815.61,5.22724378205254,722,44.889,0,0
0,339.69,4.69897000242066,702,8.006,2,0
0,98.5,4.68124123742335,717,15.354,3,0
0,158.86,4.44672352007904,742,6.479,1,0
0,401.6,4.74036268766386,702,18.7,1,0
0,254.18,5.05842602535694,742,53.066,2,0
0,62.12,4.90308998540416,752,13.482,0,0
0,590.47,5.05115252217525,772,0,0,0
1,166.5,4.64246452064894,692,11.797,0,0
0,506.74,4.49415459236918,662,15.767,1,0
0,208.9,4.65701758542034,682,6.474,1,0
0,273.1,4.77815124986065,677,12.897,0,0
0,317.72,4.54851225775181,812,2.6,0,0
0,124.24,5.12385164218142,772,10.583,2,0
0,527.36,4.81291335713023,677,10.472,1,0
0,824.22,4.79934055146277,802,2.148,1,0
0,423.28,4.65321251431715,722,24.931,1,0
0,510.37,4.55750720002908,707,22.376,1,0
0,165.67,4.92941892768058,717,5.147,1,0
0,168.76,4.99122607671191,662,72.289,0,0
0,507.01,4.54406804414548,697,12.361,0,0
0,300.3,4.55630250187984,757,9.324,0,0
0,309.78,4.77815124986065,792,0.006,0,0
0,316.11,4.95904139427586,752,10.373,0,0
0,222.41,4.73239376175714,732,16.405,2,0
0,284.47,4.69019608129111,712,2.28,2,0
0,316.11,4.72427586850017,752,28.289,1,0
1,51.21,4.73239376175714,672,1.449,1,0
0,197.82,4.69897000242066,717,4.133,0,0
0,316.11,4.90308998540416,802,2.01,1,0
0,532.8,5.07918124528145,722,85.896,0,0
0,540.81,4.9493900072033,732,6.847,3,0
0,164.02,4.69897000242066,717,5.305,3,1
0,238.96,4.79934055146277,747,3.969,3,0
0,494.53,4.90308998540416,737,38.142,0,0
1,102.74,3.77815125029236,732,1.215,1,0
0,866.13,5.04921802254978,707,79.746,0,0
0,117.14,4.46239799834688,692,4.613,3,0
0,155.3,4.69897000242066,772,16.685,0,0
0,171.53,4.95424250973794,727,28.532,1,0
1,158.86,4.76042248486334,727,2.53,0,0
1,746.24,5.09691001462171,662,90.063,1,0
0,343.06,4.96848294762655,677,4.848,3,0
0,187.32,4.60205998998335,762,1.94,0,0
0,155.69,5.02938377618948,727,26.192,0,0
0,815.66,4.87506126229795,752,2.018,2,0
0,218.54,4.84509803956628,752,3.233,3,0
0,334.23,4.85003325782796,672,34.009,0,0
0,874.66,4.73546651681906,687,5.734,0,0
0,158.86,4.72427586850017,732,25.295,2,0
1,99.41,4.2405492481946,732,0.228,1,0
1,32.97,4.40140053926172,702,7.569,2,0
1,832.5,5.3010299976052,737,15.169,0,0
0,237.08,4.79239168774925,782,0,1,0
0,620.56,4.74818802712898,682,32.82,0,0
0,49.46,4.51851393968306,757,0.28,0,0
0,165.67,4.98227123284415,702,66.179,1,0
1,164.57,4.41363499699608,662,0.275,3,0
1,176.65,4.77815124986065,667,0,1,0
0,317.72,4.87892373410282,762,0.066,3,0
0,476.58,4.87506126229795,777,1.892,2,0
0,546.2,4.94987770253469,692,10.852,0,0
1,158.06,4.95424250973794,742,3.945,1,0
0,368.13,4.91169015834033,727,0.358,2,0
0,249.75,4.92941892768058,777,5.037,3,0
0,313.34,4.64818430492101,662,3.094,0,0
1,31.62,4.87506126229795,752,5.698,3,0
0,41.38,4.60205998998335,662,7.774,0,1
0,204.83,4.44715803170818,672,11.206,0,0
0,329.69,4.55630250187984,777,0.523,0,0
0,331.34,4.39794000699986,742,5.787,0,0
0,452.6,4.62324929158548,672,12.425,0,0
0,346.17,4.76342799376768,742,10.044,1,0
0,403.6,4.68766270694688,692,12.668,2,0
